VISDATA
51
0 0
1 18  15 37 34 39 33 41 17 20 47 21 7 49 24 25 3 27 28 2 
2 18  37 39 15 41 34 17 33 47 7 20 49 21 24 25 27 28 3 1 
3 18  39 37 41 15 7 47 17 34 49 33 20 21 24 1 25 2 27 28 
4 0
5 0
6 0
7 18  15 17 33 34 20 3 37 21 39 41 24 2 25 1 27 47 28 49 
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 18  24 25 7 27 21 28 1 2 3 20 33 34 37 17 39 41 47 49 
16 0
17 18  25 27 28 24 7 1 2 3 21 33 20 34 15 37 39 41 47 49 
18 0
19 0
20 18  28 27 25 7 15 1 24 2 3 17 33 34 21 37 39 41 47 49 
21 18  28 15 27 7 17 25 1 2 3 24 33 20 34 37 39 41 47 49 
22 0
23 0
24 18  15 17 20 7 28 27 1 21 2 3 25 33 34 37 39 41 47 49 
25 18  17 15 20 21 7 28 1 2 27 3 24 33 34 37 39 41 47 49 
26 0
27 18  17 20 15 21 24 7 25 1 2 3 28 33 34 37 39 41 47 49 
28 18  20 17 21 15 24 7 25 1 2 3 27 33 34 37 39 41 47 49 
29 0
30 0
31 0
32 0
33 18  7 41 47 1 49 2 39 15 3 37 17 20 21 24 34 25 27 28 
34 18  7 1 47 41 2 49 3 39 15 17 37 20 21 24 33 25 27 28 
35 0
36 0
37 18  3 1 2 47 49 7 33 41 34 15 17 39 20 21 24 25 27 28 
38 0
39 18  3 2 1 49 47 7 33 34 15 37 41 17 20 21 24 25 27 28 
40 0
41 18  3 33 2 34 1 49 7 47 37 15 39 17 20 21 24 25 27 28 
42 0
43 0
44 0
45 0
46 0
47 18  37 34 33 39 3 2 41 1 7 49 15 17 20 21 24 25 27 28 
48 0
49 18  39 37 34 33 41 3 2 1 7 47 15 17 20 21 24 25 27 28 
50 0
