1-0.jpg,-12.573591,-39.497335,-42.161818
1-1.jpg,-19.306684,-46.104997,-28.726035
1-10.jpg,-18.041546,-37.547228,-24.801354
1-11.jpg,-17.641884,-36.425260,-24.669588
1-12.jpg,-17.661382,-35.554536,-23.985556
1-13.jpg,-17.224403,-34.237677,-23.873934
1-14.jpg,-16.925508,-33.116924,-23.620365
1-15.jpg,-16.642339,-31.976258,-23.332905
1-16.jpg,-16.358912,-30.910530,-22.985296
1-17.jpg,-16.000620,-29.684886,-22.827195
1-18.jpg,-15.670304,-28.432712,-22.548366
1-19.jpg,-15.402185,-27.395391,-22.170522
1-2.jpg,-19.596571,-45.715629,-28.040142
1-20.jpg,-15.071178,-26.115697,-22.001467
1-21.jpg,-14.703755,-24.962197,-21.783321
1-22.jpg,-14.325844,-23.711658,-21.526512
1-23.jpg,-14.053241,-22.459645,-21.217577
1-27.jpg,-12.486921,-17.377580,-20.476227
1-24.jpg,-13.566417,-21.109292,-21.239657
1-74.jpg,12.707501,46.206495,-23.592258
1-25.jpg,-13.208265,-19.916429,-20.938777
1-26.jpg,-12.876979,-18.679589,-20.663899
1-28.jpg,-12.063468,-16.081616,-20.446323
1-29.jpg,-11.657958,-14.738690,-20.298126
1-3.jpg,-19.342041,-44.614647,-27.764381
1-30.jpg,-11.327667,-13.422921,-19.903547
1-38.jpg,-7.611295,-2.303049,-19.040426
1-31.jpg,-10.901470,-12.080913,-19.697098
1-32.jpg,-10.317651,-10.685248,-19.815367
1-33.jpg,-9.852537,-9.261162,-19.666936
1-34.jpg,-9.456807,-7.889810,-19.501622
1-39.jpg,-7.049573,-0.852256,-19.114216
1-35.jpg,-8.913751,-6.477797,-19.552763
1-36.jpg,-8.455597,-5.107999,-19.457223
1-37.jpg,-7.905631,-3.691724,-19.431236
1-4.jpg,-19.478409,-43.902638,-26.945048
1-40.jpg,-6.458084,0.565913,-19.135000
1-41.jpg,-5.658687,2.021762,-19.539989
1-42.jpg,-5.299314,3.390282,-19.312770
1-46.jpg,-3.193095,9.045888,-19.334587
1-52.jpg,0.094371,17.359791,-19.726700
1-43.jpg,-4.816905,4.867308,-19.182177
1-57.jpg,2.914058,24.247305,-20.222891
1-44.jpg,-4.152783,6.229898,-19.489612
1-62.jpg,5.869145,30.789094,-21.276405
1-45.jpg,-3.772304,7.688468,-19.263529
1-47.jpg,-2.751617,10.458123,-19.182621
1-48.jpg,-2.461556,11.874811,-18.881178
1-49.jpg,-1.675203,13.273791,-19.338824
1-64.jpg,6.872891,33.490198,-21.357475
1-5.jpg,-18.951377,-42.603997,-26.950188
1-50.jpg,-1.327752,14.655007,-19.056056
1-51.jpg,-0.831691,16.138036,-19.047592
1-53.jpg,0.717133,18.719829,-19.946621
1-67.jpg,8.700467,37.258473,-22.140917
1-54.jpg,1.010406,20.176379,-19.578043
1-65.jpg,7.353491,34.900482,-21.280848
1-55.jpg,1.667755,21.550602,-19.835987
1-56.jpg,2.369017,22.819633,-20.221609
1-60.jpg,4.660501,28.169168,-20.820764
1-58.jpg,3.530597,25.505587,-20.530122
1-69.jpg,9.839536,39.848854,-22.484797
1-59.jpg,4.058109,26.924238,-20.558373
1-6.jpg,-18.527294,-41.357185,-26.900741
1-61.jpg,5.208264,29.526306,-20.854575
1-63.jpg,6.365285,32.155269,-21.260947
1-66.jpg,8.091078,36.024996,-21.843566
1-68.jpg,9.548035,38.321402,-22.962491
1-7.jpg,-18.389642,-40.444940,-26.387904
1-70.jpg,10.759096,40.752915,-23.632930
1-71.jpg,11.202782,42.139575,-23.549399
1-72.jpg,11.765144,43.367899,-23.814673
1-73.jpg,12.275506,44.717175,-23.886891
1-75.jpg,13.443444,47.427790,-24.073386
1-8.jpg,-18.557756,-39.702387,-25.502337
1-9.jpg,-18.229359,-38.576873,-25.230935
