x,y,z,sx,sy,sz
40.82,12.21,-106.62,2482.0367,1118.2917,4041.3201
86.43,18.87,-174.54,7286.4985,2575.7343,11036.0607
83.14,22.80,-166.60,6978.2471,3135.2311,10249.8098
90.13,19.58,-180.05,7651.2043,2692.7553,11577.2914
73.37,21.37,-156.00,6004.4612,2925.6639,9197.1711
68.67,17.06,-152.94,5515.7301,2259.9650,8893.5658
73.78,31.58,-154.51,6085.0182,4254.4246,9041.1000
103.27,22.35,-194.04,8939.6383,3105.2515,12946.3008
39.42,11.12,-95.49,2295.1846,603.3462,2665.5648
38.93,12.39,-103.34,2243.8028,1158.0508,3657.9362
125.88,16.59,-228.58,11100.8292,2263.6657,16316.7670
76.26,25.77,-159.22,6308.8303,3532.8389,9514.2640
48.47,17.20,-126.76,3403.7254,2248.9376,6228.2615
59.64,21.51,-139.33,4613.3184,2928.5718,7520.8521
38.61,22.19,-107.63,2279.2178,2974.2276,4169.4251
34.23,15.97,-107.44,1623.9114,2002.7094,4134.6199
99.08,15.86,-194.02,8510.1331,2101.2214,12950.3679
40.61,16.71,-115.60,2490.5642,2145.9576,5043.0506
39.03,19.74,-110.38,2314.8146,2622.0790,4474.4294
41.48,18.35,-114.63,2607.7657,2413.2092,4939.9123
32.27,12.50,-105.13,1257.0838,1251.0129,3862.0316
39.58,23.66,-107.03,2411.6374,3173.0227,4104.7893
36.68,17.25,-109.67,1988.0247,2229.0015,4390.4430
41.40,17.11,-116.11,2589.6320,2214.0202,5099.4181
31.81,23.26,-100.03,1306.7852,3116.0838,3277.1031
93.87,23.81,-180.98,8031.0817,3291.9616,11664.8004
75.62,24.16,-157.42,6239.2017,3313.4307,9337.2493
29.48,17.83,-101.32,726.5048,2316.7463,3418.7334
69.85,20.94,-151.29,5650.4116,2857.5502,8727.4114
31.69,24.55,-98.27,1300.1920,3286.2474,3062.2803
37.85,18.06,-109.57,2150.5839,2358.7141,4380.9310
31.23,24.39,-98.58,1215.9563,3267.0693,3100.1855
48.46,25.36,-124.85,3447.5265,3441.1743,6030.3555
28.96,20.02,-96.82,610.8070,2645.3245,2861.3425
38.03,11.64,-95.40,2116.5007,848.9497,2652.8571
97.32,32.75,-179.62,8398.1712,4412.4220,11523.3589
67.75,32.44,-145.06,5486.8190,4342.7684,8096.0834
36.68,17.27,-109.99,1988.2085,2233.2736,4425.9335
70.23,19.92,-152.28,5684.4512,2707.1851,8826.5734
28.06,26.47,-94.13,458.1724,3536.5762,2524.1956
31.18,14.21,-104.35,1070.2843,1655.3134,3772.9317
28.10,20.78,-98.21,244.3964,2768.4862,3040.7229
30.58,23.28,-99.01,1075.4539,3118.9114,3149.9448
31.14,21.97,-97.95,1166.5545,2929.1317,3013.9919
30.04,19.89,-98.64,905.9118,2628.4653,3093.4391
28.11,21.80,-98.66,315.5288,2918.3542,3099.7958
42.32,24.38,-111.83,2746.1021,3280.9399,4641.4373
43.48,24.51,-113.80,2883.1161,3302.6350,4857.1496
29.56,15.36,-102.35,696.8183,1883.7746,3536.3237
36.48,17.49,-109.61,1962.0782,2269.8578,4383.1053
36.30,19.20,-108.97,1951.8327,2542.9415,4314.2485
76.13,12.63,-164.00,6245.0185,1392.9620,9998.9571
70.53,14.66,-156.22,5693.1092,1828.7517,9222.9293
61.39,24.96,-139.86,4809.6321,3402.4955,7574.3200
51.52,25.22,-127.25,3778.7909,3421.6058,6281.5639
31.31,14.41,-104.15,1098.9093,1695.8521,3749.2075
45.29,19.94,-121.54,3063.0618,2676.3946,5680.8271
38.24,18.55,-110.51,2204.3711,2439.4729,4486.7314
39.80,19.59,-111.04,2410.4325,2598.8254,4548.2215
39.78,21.60,-110.38,2422.2498,2896.4378,4477.5338
110.51,19.42,-206.06,9629.3710,2694.8071,14122.7858
38.20,21.84,-108.27,2225.0005,2928.0676,4241.3509
39.32,25.96,-107.65,2395.4284,3485.1888,4178.4524
33.89,22.42,-104.00,1635.2625,3008.2211,3749.7983
39.34,24.98,-107.30,2391.0677,3354.0719,4137.3038
33.22,23.37,-101.22,1540.5963,3131.7112,3423.5147
31.57,24.52,-97.99,1278.1229,3281.9760,3027.7458
84.85,15.87,-175.01,7119.7266,2080.8355,11084.6594
31.89,21.89,-101.08,1304.8757,2928.4816,3401.7084
32.53,23.97,-99.37,1434.9356,3209.6331,3199.0407
38.42,25.36,-106.59,2278.5593,3404.9974,4057.3234
42.53,24.17,-113.55,2770.6301,3258.7237,4829.1758
113.80,26.83,-205.41,9971.3766,3714.7238,14049.7451
36.78,15.35,-107.89,1984.7204,1877.3420,4187.9735
32.30,21.58,-101.21,1371.3512,2882.7236,3417.0916
32.77,26.90,-102.63,1509.0056,3609.1461,3598.3989
39.76,23.40,-110.33,2431.9898,3149.5699,4474.0266
29.80,17.13,-101.87,800.3883,2200.1504,3483.6659
29.11,11.47,-104.75,432.4658,965.7756,3812.3286
50.85,12.24,-133.63,3637.4441,1258.8569,6937.8712
32.14,22.75,-100.07,1356.4917,3044.1121,3281.3297
51.04,14.68,-131.55,3671.5200,1800.2770,6724.0710
29.37,22.53,-96.48,785.3092,3008.1575,2825.0308
27.99,27.60,-94.68,469.0571,3683.3499,2604.1241
27.72,27.46,-94.67,330.9437,3666.2388,2601.0592
31.30,22.88,-101.29,1210.8690,3069.9569,3428.5464
30.45,17.54,-102.34,962.5281,2269.3828,3541.2320
125.01,20.31,-223.61,11028.7307,2841.8681,15829.1762
39.93,20.10,-111.25,2430.0400,2678.2483,4571.9815
33.07,10.90,-100.96,1375.3268,655.9113,3362.0126
32.03,26.07,-98.18,1376.1125,3486.5337,3055.8229
50.08,26.63,-119.24,3630.9577,3581.2353,5445.6445
38.42,27.23,-106.26,2292.7820,3647.2284,4022.8107
69.80,15.74,-153.33,5624.2571,2023.3186,8934.7133
33.67,25.59,-101.65,1631.6659,3432.1015,3479.6602
31.07,11.15,-108.40,1004.5000,869.2055,4234.3270
71.06,21.00,-153.47,5771.5597,2870.0801,8945.0405
34.28,25.99,-101.81,1725.6806,3482.9241,3500.1610
97.93,28.23,-190.29,8440.4030,3890.4483,12569.0605
30.83,25.02,-95.96,1146.8283,3342.7626,2766.9702
57.41,14.07,-140.11,4346.8513,1689.5174,7601.0558
32.77,12.94,-104.16,1350.0648,1354.7551,3749.6142
32.06,14.67,-105.39,1247.8061,1752.2747,3895.5331
31.89,26.50,-99.04,1358.3635,3546.8627,3164.4283
31.90,20.36,-102.13,1288.3743,2708.4901,3523.0868
65.37,16.06,-150.85,5176.3854,2089.8521,8683.3985
43.08,10.78,-105.72,2746.4427,514.8826,3937.4160
38.36,20.54,-110.26,2235.7035,2744.9142,4461.2796
31.07,14.39,-104.43,1048.9579,1694.3124,3782.1839
55.34,14.82,-137.87,4132.4006,1839.6910,7372.1989
33.70,17.42,-105.55,1555.8092,2249.6786,3920.7438
34.27,17.93,-106.88,1648.1693,2339.8871,4074.6219
34.56,17.02,-107.19,1683.4620,2186.2126,4108.3582
28.29,23.43,-96.24,458.4487,3137.2195,2796.2560
39.58,12.08,-106.90,2325.2040,1091.5943,4072.7493
34.80,10.39,-105.06,1652.6666,379.3099,3851.9770
27.69,27.57,-93.58,313.8032,3676.8996,2452.4512
36.24,25.04,-104.34,1991.9145,3361.1242,3797.2049
30.68,27.99,-96.91,1160.9606,3733.2003,2899.9932
29.69,27.98,-96.09,959.5096,3732.0827,2793.1003
38.56,12.35,-105.78,2196.6173,1168.9641,3942.9109
35.04,26.34,-102.33,1837.9555,3528.2267,3562.9590
31.59,21.86,-101.31,1250.8085,2924.8481,3428.2078
33.14,20.02,-103.89,1493.5469,2659.7521,3731.7189
30.58,12.77,-104.61,916.4900,1329.7653,3799.3386
75.18,25.97,-162.07,6201.5451,3572.4857,9794.1060
36.47,20.57,-106.69,1985.4898,2741.1624,4059.1396
83.99,54.35,-160.99,7175.1952,6798.5370,9665.8596
31.76,12.16,-105.64,1158.0060,1163.2703,3920.3537
31.83,12.18,-105.71,1170.3593,1170.9880,3927.7948
76.26,19.53,-165.67,6283.6560,2680.8131,10156.4680
74.92,20.80,-164.12,6155.9889,2868.5944,10001.2031
39.92,13.19,-101.70,2375.0553,1353.4546,3463.6873
41.44,11.13,-96.32,2548.2986,593.0837,2779.8540
40.44,11.30,-95.12,2425.4285,674.2342,2617.0763
36.82,10.29,-104.08,1943.6415,179.1828,3738.5053
39.09,10.99,-101.42,2252.2394,625.4605,3424.7128
53.88,15.58,-107.60,3982.3674,1835.4854,4171.9099
51.67,12.63,-104.62,3728.7644,1140.9403,3821.5069
33.16,11.63,-105.21,1403.1122,985.1192,3870.6904
32.19,11.12,-104.75,1223.5781,806.5816,3814.8950
36.13,11.01,-102.68,1852.5800,689.9391,3573.4004
106.54,60.87,-184.71,9381.2982,7504.1195,11986.1029
38.11,19.54,-110.99,2196.5719,2598.5873,4540.9200
67.15,37.33,-143.99,5445.8885,4915.0737,7986.4317
135.18,18.50,-238.44,11999.3673,2581.0811,17271.0865
30.07,11.50,-103.98,760.6631,958.1789,3722.3243
33.68,17.73,-106.17,1555.0399,2305.3585,3991.7385
44.74,11.29,-103.35,2944.3903,723.2638,3662.0693
34.97,25.65,-106.99,1824.2144,3455.1948,4098.9078
38.94,18.75,-110.54,2296.2811,2470.0771,4491.1913
32.83,18.35,-105.48,1425.2978,2407.4457,3913.1781
30.86,11.03,-105.92,952.4237,798.9064,3949.0106
58.45,9.79,-144.83,4435.8234,196.0818,8079.9463
194.96,53.36,-304.38,17793.5532,6854.8923,23571.2304
113.02,34.37,-200.22,9920.5236,4628.2185,13534.7768
45.13,19.94,-121.57,3045.1485,2677.9671,5683.8793
116.16,41.44,-201.75,10245.0639,5438.8355,13673.8642
58.84,17.05,-140.58,4510.2635,2243.0283,7648.2275
41.31,23.07,-112.03,2618.8837,3105.9275,4661.8247
39.22,23.34,-108.76,2364.9524,3137.2468,4298.5697
102.04,44.93,-184.58,8895.0742,5809.1147,11992.3102
38.36,14.90,-108.41,2191.2566,1782.9997,4247.4951
53.04,31.82,-125.54,3974.0923,4242.6962,6106.5183
54.07,28.47,-129.70,4065.2609,3842.5168,6535.8786
156.46,61.64,-245.71,14157.9033,7651.5117,17902.3159
31.08,13.31,-104.67,1035.3625,1458.5063,3808.9212
38.41,10.39,-101.84,2159.4712,168.7010,3473.4111
168.90,51.60,-275.12,15309.8405,6643.5063,20753.4569
32.22,12.43,-103.95,1246.7433,1223.9164,3723.5008
60.18,35.45,-134.44,4732.1865,4684.7438,7022.1499
116.50,28.89,-208.72,10237.6655,3980.3659,14368.6106
115.95,39.23,-204.67,10217.7697,5198.1596,13959.5635
125.59,44.02,-211.36,11158.8611,5732.5117,14605.2395
40.18,11.41,-95.43,2393.7844,731.3738,2659.1061
33.60,11.60,-103.99,1475.0917,962.4574,3727.3316
33.42,17.41,-106.66,1512.3348,2255.1541,4048.0358
36.61,15.55,-107.15,1962.6591,1911.9372,4103.9936
96.03,30.84,-181.56,8265.8663,4190.3867,11713.8721
97.76,31.84,-181.96,8437.6218,4308.8490,11753.0750
78.31,25.92,-159.27,6512.6278,3545.9461,9520.0904
40.48,11.36,-102.31,2431.7904,787.2585,3534.2321
39.54,12.10,-97.34,2317.4448,1014.8722,2914.9087
103.47,39.71,-186.23,9016.8740,5227.8800,12161.3074
88.92,35.05,-170.54,7588.1327,4678.5773,10626.9466
82.52,27.49,-165.11,6933.5230,3756.0630,10096.9894
38.41,10.84,-100.23,2162.4856,538.0647,3277.1579
143.47,24.36,-248.65,12808.7521,3440.8525,18248.5389
37.33,10.36,-101.47,2014.2753,143.2231,3426.8840
57.65,19.52,-139.00,4397.7445,2639.0414,7486.6992
93.51,31.28,-178.63,8021.8704,4242.6925,11425.2144
66.89,17.12,-152.09,5335.8189,2273.7614,8807.0874
36.87,18.50,-109.74,2023.7372,2434.2298,4399.1880
47.22,25.09,-120.54,3309.1012,3393.0668,5579.5310
111.44,15.61,-208.37,9707.6608,2064.7659,14353.7426
52.73,27.17,-124.60,3917.4418,3661.8736,6008.2687
42.18,23.16,-112.42,2722.6874,3115.9074,4705.2496
79.01,20.24,-166.01,6560.0063,2779.0580,10190.7959
39.76,22.07,-109.44,2422.0052,2959.7703,4373.0477
35.66,15.00,-107.63,1824.3025,1813.2770,4156.3467
38.10,22.73,-107.23,2217.6110,3049.4217,4125.4405
34.14,23.32,-103.18,1680.5095,3130.1059,3656.4406
30.48,18.69,-101.94,989.2792,2455.0037,3496.0555
33.27,10.26,-103.71,1404.0107,255.5689,3691.1202
33.78,15.10,-106.81,1543.7822,1836.1835,4061.5336
31.18,19.90,-100.58,1148.2557,2633.9880,3334.8115
41.21,23.83,-111.03,2611.6605,3206.4033,4552.9080
28.36,20.39,-96.34,379.7572,2701.7743,2798.5365
38.38,25.03,-107.67,2271.2694,3365.4009,4178.2161
38.68,22.63,-107.85,2291.0527,3036.2441,4195.0784
36.69,19.70,-108.72,2009.5150,2619.0613,4286.7334
44.90,13.49,-118.33,2978.2091,1503.5019,5337.4547
33.04,24.11,-101.58,1520.1113,3235.6624,3467.2259
33.35,16.44,-106.60,1490.2344,2087.4748,4039.2069
31.02,19.37,-102.05,1110.0084,2560.5570,3510.8052
94.28,12.59,-188.72,8032.0615,1424.0994,12436.3016
51.59,20.13,-129.67,3759.5537,2715.7482,6530.4352
82.79,18.60,-171.30,6927.5625,2534.4287,10715.7456
31.81,23.11,-99.34,1304.3122,3092.6231,3192.3756
38.49,24.67,-106.23,2282.8806,3311.0168,4014.7028
28.29,17.99,-99.08,223.0321,2338.4841,3142.2104
32.94,22.86,-100.73,1490.6022,3059.6534,3362.8036
37.57,18.85,-109.72,2119.4648,2487.7529,4398.4904
53.18,14.76,-134.88,3903.0818,1824.0305,7066.8471
85.37,19.27,-173.52,7183.8755,2637.4981,10934.2664
95.28,15.81,-188.46,8140.2749,2084.9330,12407.0242
76.28,10.86,-165.79,6252.9599,881.3200,10177.3050
52.38,22.22,-129.04,3854.5659,3014.7775,6466.8377
115.08,14.06,-214.55,10053.8285,1776.2131,14957.1708
47.11,13.90,-126.29,3232.8928,1630.9649,6177.1870
75.30,13.94,-162.63,6167.0794,1690.7109,9861.9312
119.50,10.79,-220.48,10469.8224,929.7150,15539.5754
88.08,12.92,-181.03,7426.5697,1493.7213,11679.7427
37.23,19.39,-108.92,2078.9204,2569.9491,4309.4134
88.83,15.78,-179.07,7510.3475,2064.4237,11484.7857
67.39,17.84,-150.71,5389.0326,2385.0761,8669.6011
73.29,12.79,-160.59,5962.4863,1429.6878,9659.8032
40.87,23.80,-111.09,2570.4152,3203.4901,4559.3271
35.18,24.48,-103.97,1841.7232,3287.8298,3751.3926
48.86,11.50,-130.74,3415.1335,1034.2070,6639.2750
38.00,14.86,-113.23,2144.8648,1802.4860,4781.5499
85.37,16.22,-176.05,7171.9433,2145.4551,11186.2806
66.00,10.11,-153.87,5214.8086,514.3664,8989.9578
46.07,15.60,-125.74,3125.8554,1971.3417,6120.2035
36.84,20.03,-106.55,2030.8460,2658.5432,4042.6978
77.07,16.26,-165.90,6351.9721,2142.7833,10183.5572
69.22,12.26,-154.39,5551.1167,1281.6368,9042.4719
77.31,18.24,-161.37,6384.5381,2456.4943,9734.3890
30.79,22.14,-98.21,1099.8876,2955.9795,3047.0257
72.97,10.78,-161.40,5921.7435,841.9564,9742.0064
37.65,16.94,-110.90,2115.5632,2177.6480,4527.1597
42.98,17.05,-119.65,2777.4734,2214.9824,5478.1907
30.92,21.83,-98.31,1121.0886,2911.4993,3058.4445
51.18,10.43,-134.59,3664.1819,634.0454,7035.9712
80.96,19.77,-166.62,6750.9035,2702.6339,10253.3947
42.30,15.40,-118.31,2686.7212,1913.8088,5334.0339
37.48,14.51,-107.23,2071.9737,1700.8385,4112.2161
79.40,12.26,-168.37,6568.3587,1307.5869,10432.2441
54.69,10.35,-139.12,4041.2223,605.5386,7499.9326
43.26,12.09,-102.07,2775.0899,1022.1153,3509.1671
44.55,11.17,-101.02,2921.4772,641.0085,3382.0110
70.82,14.74,-156.21,5722.3644,1842.7165,9222.3523
95.35,11.54,-190.18,8132.5260,1142.5060,12580.6989
34.09,10.86,-103.63,1545.0900,656.0137,3684.5671
32.21,22.73,-100.37,1368.1591,3042.5356,3317.8927
108.79,10.44,-208.11,9434.5387,787.5825,14334.2744
64.27,21.86,-145.40,5089.8521,2987.3357,8134.3585
98.70,18.08,-188.02,8481.9893,2456.5335,12363.4127
68.40,18.67,-148.36,5494.9964,2504.1643,8435.7038
37.92,13.02,-107.24,2117.6846,1361.2331,4111.2487
34.86,10.45,-103.27,1661.4215,388.5178,3641.0637
41.63,11.62,-110.23,2578.0209,955.9137,4449.9776
41.35,11.05,-96.83,2536.2808,560.7925,2846.4967
40.46,11.27,-95.24,2427.1982,664.5523,2632.9206
33.48,10.55,-104.00,1443.7740,503.8678,3726.9490
29.58,25.16,-96.33,887.1310,3366.7911,2815.1299
49.01,22.53,-126.01,3492.4533,3058.5565,6151.1289
31.34,16.21,-103.25,1128.6332,2037.9213,3647.3402
36.17,20.22,-106.76,1942.8503,2690.2244,4066.5498
40.96,12.18,-99.34,2497.5315,1045.0252,3171.9385
31.82,23.20,-99.98,1307.4265,3108.1107,3270.4044
33.62,16.01,-107.28,1528.5920,2011.7818,4116.7258
30.42,23.30,-98.50,1042.4287,3120.5592,3086.7056
29.90,25.82,-96.43,969.9721,3453.4521,2830.3538
33.99,10.96,-103.61,1530.3445,703.9511,3681.4038
29.70,22.41,-97.62,867.8352,2995.6509,2971.6800
43.13,10.95,-106.82,2753.2622,626.3213,4065.1688
30.59,19.59,-100.98,1024.4937,2590.8954,3382.9234
30.47,14.99,-103.37,926.6949,1814.1336,3657.6434
32.29,25.20,-101.13,1411.3760,3381.6764,3415.2786
32.70,25.94,-99.27,1484.7251,3472.1635,3191.7993
37.93,18.82,-109.04,2166.2082,2478.2554,4323.1687
33.60,11.57,-103.01,1474.2017,941.9691,3611.7407
35.50,14.51,-107.36,1796.4856,1712.2766,4124.6531
35.44,14.00,-109.34,1784.2660,1616.3747,4347.7830
31.07,10.16,-106.26,986.1030,293.2602,3988.0693
40.15,12.07,-108.02,2397.6009,1091.1099,4200.7672
63.48,26.37,-142.29,5028.7234,3590.0527,7818.7761
60.83,29.10,-136.86,4770.2012,3925.7052,7269.4629
95.49,17.94,-187.57,8168.6274,2444.2546,12317.1011
32.70,15.58,-106.36,1372.6883,1931.3134,4009.8670
75.22,31.81,-159.74,6228.6502,4295.7027,9558.9576
36.62,26.77,-103.64,2056.5854,3583.2444,3719.8531
32.09,25.19,-99.33,1377.5039,3375.2233,3197.1400
32.53,22.96,-100.39,1425.5017,3073.9971,3321.2641
36.99,22.05,-107.10,2068.4921,2956.9609,4108.1842
37.20,23.99,-107.01,2111.5642,3225.7745,4100.9022
32.18,25.49,-99.07,1394.5691,3413.2143,3165.9097
35.87,25.14,-103.13,1942.5553,3370.1177,3655.5865
37.06,18.74,-107.58,2050.1072,2462.7416,4157.1802
31.55,22.48,-99.69,1250.4588,3006.8927,3233.5951
38.66,18.13,-109.83,2255.5718,2367.4947,4410.2786
31.52,24.53,-97.85,1268.6562,3281.9828,3010.1806
34.52,22.63,-104.70,1729.7567,3037.9651,3832.5144
34.10,24.49,-101.88,1685.9213,3284.2087,3504.8368
40.07,19.60,-112.09,2443.8309,2604.7338,4663.4748
36.28,25.59,-103.76,2002.3116,3431.6820,3730.3972
35.26,26.03,-102.05,1865.2087,3485.6710,3530.3344
39.34,12.23,-107.34,2296.4889,1140.2910,4122.8248
33.51,21.31,-103.65,1565.4279,2849.2551,3706.5554
35.84,25.16,-104.59,1939.4307,3378.9054,3825.5624
37.48,26.35,-106.05,2166.5191,3535.8918,3996.4706
41.92,12.38,-99.34,2616.7863,1101.3862,3173.2332
46.45,17.05,-125.36,3177.7319,2225.8448,6080.9964
30.43,24.15,-98.25,1057.7257,3235.8324,3058.0019
39.73,21.92,-109.84,2418.3688,2939.5994,4417.5523
29.98,11.98,-103.51,745.1971,1107.7468,3667.6842
64.33,13.20,-150.22,5058.6463,1517.9961,8622.1990
39.98,21.64,-110.10,2446.7068,2899.5714,4446.2040
78.56,17.03,-164.13,6503.7362,2262.8528,10008.8052
61.96,20.35,-143.49,4846.6951,2767.9220,7941.5662
42.61,10.85,-109.20,2690.9278,614.9949,4334.6321
43.72,12.27,-101.29,2831.1524,1069.2084,3415.8123
40.69,22.31,-111.11,2538.3479,2997.3966,4559.7017
30.43,24.73,-97.35,1064.8937,3311.5565,2945.6359
34.95,20.18,-106.55,1771.0602,2688.3157,4040.8804
75.59,23.19,-159.03,6232.0677,3186.6897,9497.0682
41.52,24.80,-110.84,2654.1597,3335.5706,4533.6154
108.06,11.96,-208.41,9367.8611,1294.1477,14360.9171
123.90,19.58,-224.51,10919.6472,2739.9301,15916.3438
29.93,20.37,-99.65,888.1607,2706.8610,3220.7220
39.92,12.35,-107.99,2371.0276,1175.8238,4197.7920
34.07,18.24,-107.88,1621.7460,2394.4680,4188.0583
31.52,23.08,-100.64,1253.7659,3094.4156,3349.9969
39.95,19.24,-111.57,2426.3523,2547.5471,4606.2358
30.75,15.73,-104.43,1002.8988,1958.2945,3784.4910
31.94,10.39,-100.47,1162.1786,341.2736,3299.1618
40.69,10.87,-96.42,2453.2205,448.4341,2790.7791
33.62,21.30,-104.17,1582.6786,2848.9735,3767.0605
38.23,20.05,-106.32,2214.3654,2655.6998,4018.0499
79.36,16.59,-166.29,6580.7577,2192.6548,10223.0714
55.78,23.26,-132.47,4220.3660,3161.9640,6821.1285
37.41,13.77,-103.74,2053.8399,1520.9534,3706.0454
85.69,16.69,-175.55,7205.1993,2225.2244,11137.1730
92.68,10.04,-188.15,7866.2952,563.2772,12382.2373
97.49,12.87,-192.16,8346.1653,1490.1562,12772.8085
28.55,21.67,-96.87,512.9468,2891.0366,2872.8152
107.41,11.80,-205.35,9304.8796,1235.0995,14063.3621
39.03,20.17,-110.94,2317.7199,2689.9993,4536.5038
32.20,18.11,-104.18,1314.9458,2365.5888,3761.0187
39.70,25.01,-108.30,2436.0580,3359.8774,4249.6018
33.72,22.98,-102.29,1613.7282,3080.9146,3550.7127
39.95,21.75,-110.17,2443.6379,2916.6757,4454.2512
28.98,15.82,-101.40,511.9775,1967.6518,3422.1897
36.33,18.70,-107.75,1951.3768,2459.8357,4176.6768
29.85,14.95,-103.04,771.9155,1806.7514,3618.0522
31.14,25.38,-97.72,1211.6498,3397.3190,2995.2817
36.42,10.25,-103.64,1886.9461,82.9513,3686.5523
40.18,11.56,-101.94,2396.5723,866.1423,3490.2583
39.34,11.43,-105.30,2289.3972,860.8761,3886.0036
37.98,22.97,-107.51,2204.8915,3084.3998,4157.1018
36.08,17.55,-108.60,1907.4980,2276.7325,4270.3163
34.66,11.48,-102.89,1640.7877,900.2361,3598.0646
30.01,22.28,-98.62,940.2445,2980.5306,3098.5574
73.80,14.84,-160.28,6021.0708,1868.5902,9627.4498
40.09,20.23,-110.70,2450.6642,2693.9642,4511.1278
36.53,14.80,-106.34,1944.2846,1760.2528,4009.1996
32.77,22.21,-102.05,1456.6492,2974.4750,3518.5719
33.05,25.46,-100.22,1535.2183,3410.6965,3307.5464
35.93,24.84,-105.32,1948.9841,3338.6663,3908.7421
28.25,25.47,-94.57,504.7142,3405.8492,2580.4641
29.27,23.04,-96.61,770.2683,3081.0655,2844.2399
30.91,26.23,-96.40,1179.3657,3504.5640,2829.5769
31.52,22.42,-99.55,1243.0298,2997.8944,3215.9357
28.77,20.22,-98.04,554.6516,2681.0023,3018.4175
45.46,18.29,-123.52,3072.6946,2427.0104,5888.2757
36.01,19.24,-107.82,1912.3366,2546.2242,4184.9497
38.83,24.28,-111.21,2323.2306,3276.9270,4570.5584
28.63,19.65,-96.45,478.5289,2588.0838,2810.4362
30.81,22.97,-98.94,1116.7711,3074.9833,3141.1137
40.40,12.07,-96.80,2426.0844,992.0870,2845.5919
36.02,20.17,-109.18,1922.3703,2694.4725,4338.1830
68.88,14.43,-155.07,5525.4202,1784.8124,9107.8079
28.24,23.34,-95.19,431.1855,3120.3025,2657.0625
40.22,11.25,-104.58,2400.0571,770.0801,3803.1006
29.29,23.74,-96.86,788.5078,3178.4198,2878.6346
33.03,22.35,-101.11,1499.9835,2990.0780,3406.8233
36.96,24.86,-105.75,2087.2249,3339.8340,3959.6550
31.19,15.21,-104.39,1086.8589,1857.3299,3779.4942
34.61,11.50,-104.15,1633.5019,919.4339,3746.8708
29.63,19.90,-98.74,804.8761,2632.0768,3105.8294
32.88,24.04,-99.98,1492.8556,3220.5613,3274.2049
38.91,21.32,-109.77,2311.1513,2855.7342,4407.9407
30.53,22.97,-98.12,1061.2703,3072.8278,3037.7223
89.79,14.31,-181.78,7599.1217,1791.4166,11752.7135
31.06,25.09,-98.14,1192.4588,3360.6227,3046.7746
37.03,23.97,-106.91,2089.4416,3222.9989,4089.7215
81.33,16.04,-168.80,6774.2065,2098.9114,10471.7110
34.13,24.45,-101.32,1688.7829,3277.2249,3438.2750
39.65,17.76,-112.37,2378.1953,2314.7754,4691.6673
31.98,25.19,-98.87,1357.2937,3372.8312,3140.0659
31.47,22.54,-99.48,1236.4325,3015.3748,3207.9860
39.78,19.30,-109.89,2404.8314,2550.2319,4419.4690
31.91,21.36,-100.05,1300.6556,2846.8284,3275.0120
40.18,22.53,-109.97,2477.1267,3026.1521,4433.3454
33.70,23.41,-101.62,1615.2588,3137.2082,3471.6093
30.29,25.39,-97.24,1046.1910,3399.3273,2933.2128
37.16,15.13,-110.91,2035.0532,1848.0501,4525.9296
60.93,20.77,-144.28,4743.3013,2836.1802,8019.7736
78.08,32.11,-161.74,6513.3518,4330.6785,9757.4050
31.80,10.28,-105.07,1138.3074,356.4563,3850.7977
327.53,191.17,-373.50,30711.1584,20478.5381,29939.3022
56.08,17.92,-139.51,4226.1602,2395.8111,7537.9282
38.68,11.68,-106.38,2206.3006,965.8391,4010.8811
381.52,223.19,-422.94,35890.7666,23608.8054,34604.6791
383.39,210.10,-438.97,36032.4394,22387.1000,36165.8105
378.52,207.15,-433.87,35565.6885,22096.7496,35684.8630
82.77,22.22,-127.07,6949.6841,2900.0088,6289.5479
160.92,89.56,-194.43,14680.9682,10341.1331,12924.7540
180.77,101.04,-218.06,16596.5485,11514.8950,15192.3192
66.45,29.79,-147.28,5344.2367,4030.9893,8319.0025
415.66,243.70,-465.94,39159.8115,25642.3032,38668.4714
49.28,17.05,-129.50,3492.6782,2233.9148,6511.8745
80.99,37.89,-165.11,6820.5453,5011.6713,10085.2051
72.56,28.54,-151.06,5952.0059,3870.8210,8700.5156
63.03,22.96,-145.24,4967.5649,3145.1448,8116.9541
121.95,58.92,-210.59,10852.7984,7342.1224,14503.3800
610.97,376.16,-657.59,57913.0763,38542.2341,56689.2342
1208.11,651.25,-920.57,115144.0585,64488.6980,81363.8692
1107.61,559.54,-815.28,105446.2051,55596.5851,71533.2285
90.14,38.41,-171.67,7719.3055,5068.0863,10733.9452
30.43,10.88,-104.70,844.4244,725.3350,3806.9231
37.48,11.66,-104.24,2046.8433,951.1577,3761.1036
102.62,43.60,-189.99,8945.3354,5677.2645,12520.0292
47.22,15.41,-118.92,3254.1842,1894.9814,5403.9213
102.08,40.89,-187.20,8885.3823,5367.8801,12252.7584
126.23,59.92,-217.54,11264.8767,7457.9572,15174.4715
41.92,12.46,-121.55,2621.4795,1291.5980,5676.1112
843.67,571.44,-898.83,80307.2112,57485.5722,79250.2645
53.76,22.65,-131.66,4003.6598,3081.6020,6736.3108
513.93,317.80,-618.43,48579.6680,33014.1096,53049.4916
110.38,52.00,-196.11,9721.4468,6591.9304,13106.6261
42.03,12.15,-110.42,2629.9160,1122.5288,4472.8758
505.93,285.17,-552.04,47786.3734,29704.4557,46816.4549
