x,y,z,sx,sy,sz
45.80,24.42,-118.56,3147.0945,3300.8689,5369.2791
42.64,16.40,-117.23,2732.6209,2090.9285,5219.7250
29.77,16.22,-101.56,772.3470,2039.2762,3443.2221
33.08,17.03,-107.67,1453.4268,2196.1942,4162.0297
46.94,21.19,-123.02,3256.3683,2862.6905,5837.7264
46.57,21.34,-122.06,3216.1959,2881.8885,5737.5778
33.02,24.12,-100.08,1515.5526,3231.1018,3286.4544
34.85,24.43,-103.36,1794.3229,3279.9971,3680.7431
28.77,23.37,-96.50,632.9007,3128.6256,2830.1599
46.35,21.85,-122.40,3194.5162,2957.6422,5772.6118
52.82,21.14,-130.82,3896.5979,2865.1143,6649.7103
42.66,10.94,-99.31,2695.6317,512.3834,3167.1478
32.16,25.25,-98.27,1387.9058,3378.2267,3065.6670
29.63,23.39,-98.81,871.4964,3137.7022,3124.5109
55.93,14.21,-138.43,4191.5394,1716.3571,7429.5353
28.19,28.50,-93.44,567.8291,3793.1079,2438.1037
30.81,25.73,-98.62,1155.4757,3447.2505,3109.0328
54.22,10.68,-138.49,3993.0495,757.2326,7435.9951
75.52,14.09,-162.54,6189.6623,1719.0835,9852.8057
29.70,24.00,-98.79,897.2912,3220.8568,3124.2236
31.02,27.61,-100.62,1222.5265,3697.8681,3358.2610
40.06,23.85,-109.96,2472.7924,3208.5781,4433.7226
31.81,20.84,-102.34,1278.9033,2781.1236,3549.2893
49.95,19.67,-127.97,3579.9683,2644.9045,6354.5062
27.70,27.53,-95.19,329.0718,3677.6610,2671.3159
41.31,10.75,-102.83,2530.4599,475.0070,3595.4917
30.26,28.14,-94.13,1079.2590,3743.2953,2533.7318
39.78,25.09,-108.49,2446.0486,3372.1918,4271.4534
29.00,26.86,-95.37,773.5026,3588.1354,2694.6124
30.52,24.78,-99.04,1086.1759,3324.3381,3158.3482
30.57,26.18,-97.93,1115.1491,3504.0725,3023.6974
38.05,10.61,-99.75,2112.5642,371.3109,3216.7266
47.27,22.38,-122.50,3299.4219,3029.5109,5783.8182
34.52,22.65,-102.95,1729.0261,3033.5259,3627.7643
39.10,11.75,-99.07,2258.8391,915.7343,3134.8323
40.29,25.51,-109.37,2511.6240,3429.5470,4370.1150
29.08,20.95,-97.24,671.4895,2784.8301,2918.5827
89.03,11.56,-182.58,7514.6230,1140.2579,11834.5216
95.11,10.06,-190.27,8104.1171,571.2809,12591.2505
4468.86,2651.76,-5068.91,426824.0600,261278.4571,472493.4873
84.17,28.73,-176.32,7098.8658,3946.8171,11196.2294
2081.57,1466.48,-2048.60,199125.8540,143923.3031,186832.0834
723.27,535.89,-739.82,68865.8694,53848.0175,64131.0883
71.91,45.72,-144.83,5955.2278,5846.7662,8068.0341
300.55,153.28,-396.40,28047.6317,16918.5757,32195.6005
65.21,28.49,-146.49,5213.1856,3870.4766,8239.7443
105.33,43.02,-180.86,9209.1817,5577.5908,11636.5588
880.81,492.14,-1051.87,83588.3679,50258.1898,94065.1446
1675.39,990.92,-1334.45,159991.1429,97227.7259,120035.2774
2986.36,1817.24,-2302.77,285861.2772,176488.7040,210681.6834
357.39,277.58,-429.54,33711.7299,28910.6732,35074.2981
113.98,59.40,-203.37,10088.6693,7389.9134,13799.7953
339.99,269.11,-407.68,32050.3283,28066.8067,33004.2019
842.25,683.08,-931.51,80360.4822,68240.6157,82013.8298
32.66,11.59,-105.44,1316.0718,981.0612,3896.6810
89.60,29.64,-178.43,7634.2519,4051.5085,11404.5777
3559.12,2179.61,-3964.12,339994.1139,214744.6150,368095.4545
1168.76,727.34,-1338.72,111274.6641,73026.1722,120870.9757
178.25,89.68,-224.86,16324.0136,10406.4462,15863.7341
570.17,456.30,-641.35,54198.7033,46241.1894,54879.9405
123.58,47.78,-217.08,10974.9078,6168.1853,15149.6998
60.14,24.56,-138.43,4679.3525,3347.1286,7428.6058
138.53,58.16,-233.72,12434.4730,7292.5147,16743.5724
1569.45,1159.48,-1568.78,150090.2436,114196.3344,141735.2684
1473.44,913.83,-1664.60,140435.9551,91203.6556,151545.3510
51.90,24.33,-111.35,3814.2672,3240.0484,4597.6225
317.19,151.13,-325.34,29662.8723,16470.7070,25440.2580
56.27,19.64,-139.60,4253.9056,2664.9102,7546.1791
373.94,207.57,-488.34,35102.8164,22302.9553,40866.7645
38.96,22.52,-112.89,2327.1588,3040.5989,4753.1884
585.39,371.31,-607.24,55490.8162,37975.9757,51887.4554
147.48,75.54,-247.62,13335.4571,9110.4369,18051.9441
146.55,74.41,-230.10,13250.1717,8946.0520,16371.6271
51.49,14.54,-132.59,3719.8075,1775.8702,6830.9475
91.44,20.29,-180.64,7781.9435,2797.8931,11635.0516
31.67,22.98,-100.15,1278.6310,3079.4195,3290.5974
45.82,18.38,-122.40,3113.5087,2434.8655,5770.9188
32.33,23.97,-101.85,1404.6610,3219.3596,3498.7223
36.44,10.55,-103.74,1893.7107,440.5068,3698.7113
73.99,22.03,-158.14,6068.3360,3027.0002,9408.8085
73.94,23.12,-153.31,6068.4146,3160.9800,8929.6575
31.44,22.18,-100.33,1227.5289,2967.1459,3310.3057
29.76,23.25,-98.49,899.2499,3115.5156,3085.1299
86.39,23.24,-172.02,7298.3189,3205.3525,10783.7324
96.57,20.60,-187.27,8282.8766,2850.8071,12285.1830
210.48,151.40,-838.99,19342.1602,18091.4285,74301.5242
40.39,24.53,-113.86,2518.1711,3315.0444,4861.4158
30.61,20.10,-99.80,1034.9629,2664.1202,3239.7769
29.78,15.96,-108.27,781.7921,2025.9396,4225.2747
265.77,-338.41,-2193.80,23297.3310,22167.1774,204836.8523
199.62,-227.63,-1439.40,17324.8417,14182.1578,132584.9541
29.88,21.73,-93.72,893.1579,2881.7912,2451.2604
84.48,30.31,-166.21,7137.0990,4107.2510,10204.0509
28.90,21.03,-96.92,616.9525,2796.8765,2876.4593
28.91,19.93,-98.90,595.6415,2640.7690,3125.2099
53.85,13.46,-116.70,3967.6478,1432.2952,5171.2593
371.26,-404.74,-2476.57,32963.0526,27844.1139,232054.8735
39.94,11.79,-103.13,2367.3067,962.3825,3632.3657
73.77,24.95,-155.83,6057.8808,3419.2375,9177.8881
28.88,20.78,-97.99,606.9233,2764.6222,3013.1193
60.69,18.93,-143.35,4710.0788,2554.6450,7927.3426
63.01,12.30,-147.31,4919.2048,1286.4392,8330.7275
44.91,11.61,-101.44,2966.0829,833.7670,3433.9661
35.93,14.79,-105.86,1860.5303,1758.4273,3954.2031
37.63,21.69,-108.76,2149.8006,2910.7434,4294.7744
43.49,25.56,-114.54,2890.1667,3444.2298,4938.6167
40.84,12.73,-100.18,2485.9601,1214.8832,3277.8102
89.56,21.74,-176.94,7603.2646,3001.7710,11269.4749
69.86,16.87,-154.57,5634.2237,2229.6124,9056.8634
40.12,12.00,-104.83,2392.8991,1044.5295,3833.0184
50.57,26.30,-127.08,3682.0468,3565.8366,6263.5937
51.70,25.22,-127.62,3797.5264,3422.4844,6319.6762
45.00,11.84,-103.73,2977.6926,937.7407,3708.9283
48.59,10.81,-122.89,3380.2995,698.3328,5822.6940
41.01,25.24,-110.93,2596.9696,3397.1119,4542.8390
52.56,26.02,-126.45,3893.8614,3521.0070,6200.0401
39.14,11.63,-103.59,2265.2804,917.3786,3686.2025
41.24,18.86,-118.92,2582.8806,2515.2171,5400.2507
27.75,25.35,-93.70,233.1890,3387.9547,2460.2184
38.48,24.67,-107.27,2281.9545,3314.5865,4132.4288
46.50,24.22,-119.96,3223.8953,3277.2393,5517.3894
38.58,10.43,-99.64,2180.8382,111.6261,3202.1895
66.47,11.44,-154.86,5268.2662,1069.5126,9087.8665
39.66,11.55,-99.56,2329.0401,841.1485,3196.6038
53.64,17.64,-133.19,3966.1868,2331.8163,6894.1011
40.09,11.99,-105.32,2388.7973,1047.0337,3890.8355
32.49,17.46,-104.74,1357.9135,2258.5956,3825.9126
36.43,21.78,-107.19,1990.9852,2920.6308,4117.6665
37.84,13.80,-107.08,2113.5500,1545.7497,4093.6039
37.54,11.63,-100.19,2052.2577,897.8385,3273.4275
40.91,11.69,-98.24,2487.8516,868.3083,3031.4433
38.80,23.55,-108.93,2313.3003,3167.9696,4317.6497
28.56,25.24,-95.75,609.2285,3378.9035,2737.9832
36.30,19.47,-107.28,1953.6013,2578.9195,4123.9970
30.06,24.92,-97.26,991.9359,3337.5696,2934.5536
40.64,20.66,-112.63,2520.7531,2764.8424,4723.7539
28.22,28.03,-93.75,566.6384,3734.2447,2479.4913
28.20,29.03,-94.28,585.5489,3861.8974,2555.4025
31.44,22.56,-99.15,1230.3109,3017.0545,3166.1615
100.51,-131.03,-335.25,8122.5625,8889.2533,26873.3615
32.11,22.82,-103.18,1355.4394,3066.8226,3653.4541
36.87,25.25,-105.83,2078.1749,3391.9069,3968.9301
27.62,26.79,-94.80,229.4914,3581.5201,2616.9364
29.80,23.98,-98.84,919.9369,3218.2394,3130.8613
32.70,20.25,-103.09,1423.7752,2693.1680,3637.6172
35.02,26.32,-102.34,1834.2580,3525.0774,3564.8346
29.27,24.39,-95.43,794.0582,3261.3201,2693.3108
29.71,28.01,-95.99,964.5048,3735.4098,2780.1173
33.51,26.87,-100.16,1620.0747,3592.9933,3303.4338
38.25,24.91,-105.39,2253.3957,3340.7465,3919.5683
31.45,22.56,-102.06,1236.1800,3028.7546,3519.7529
48.30,21.37,-124.09,3408.2331,2888.1437,5951.0479
40.99,11.25,-103.03,2495.0855,745.0541,3620.2849
35.29,11.17,-102.60,1731.4124,767.9750,3563.0356
82.48,-86.35,-273.46,6486.1148,4238.1407,20813.3375
29.16,18.52,-99.60,645.0034,2421.8229,3209.3480
29.38,24.87,-96.87,834.7836,3331.7377,2884.0666
89.18,14.28,-180.60,7538.7997,1781.7716,11637.0361
43.68,24.20,-116.46,2904.0245,3269.1721,5143.5814
36.42,11.17,-104.49,1895.5292,779.8852,3788.1328
34.03,22.54,-103.55,1657.1885,3022.5465,3697.9508
88.12,11.78,-180.69,7426.2706,1198.9101,11648.4153
32.95,16.71,-107.70,1428.5071,2142.6621,4163.9776
35.54,25.13,-106.39,1898.0248,3382.2513,4030.7796
43.36,11.15,-98.07,2780.4336,604.1468,3010.5892
47.18,24.78,-120.93,3303.0424,3353.5799,5619.8415
91.67,20.49,-180.43,7805.3970,2825.8505,11614.2922
28.12,25.51,-95.08,453.1379,3413.9458,2649.7574
43.50,13.16,-101.13,2811.0877,1318.0276,3399.0972
68.82,11.06,-157.23,5505.1629,944.8262,9325.3846
29.99,20.24,-98.49,898.1692,2681.0306,3075.6684
39.19,19.50,-108.03,2331.6400,2575.0836,4211.0777
39.45,24.29,-108.01,2400.3611,3263.2483,4216.5290
33.99,19.02,-105.14,1615.9291,2507.6461,3876.5152
36.99,26.37,-105.52,2103.5720,3538.2593,3935.6129
32.70,25.30,-99.42,1477.3254,3387.4005,3208.5752
44.89,12.93,-101.61,2971.5066,1251.6729,3457.3724
33.58,23.47,-101.68,1596.8975,3145.7552,3478.7770
68.93,16.82,-152.32,5540.8624,2214.0535,8832.2274
44.64,13.02,-102.51,2943.1607,1283.5449,3565.9226
35.67,10.85,-103.57,1785.5717,629.2427,3678.9387
34.54,12.49,-102.00,1631.6213,1207.5627,3492.8758
39.25,11.30,-104.35,2277.1881,798.7519,3775.4064
41.18,19.51,-113.53,2578.3084,2592.1853,4821.5169
39.22,16.42,-112.77,2314.9357,2087.0278,4733.5036
65.52,12.92,-151.85,5178.7262,1454.3987,8785.9783
34.39,26.11,-101.99,1742.7665,3499.2381,3521.6413
30.45,27.01,-97.32,1102.2231,3610.8484,2949.5938
35.79,25.67,-108.47,1938.2466,3460.9078,4266.5440
105.08,22.26,-197.29,9114.5050,3098.5005,13262.9108
42.61,11.76,-98.27,2694.4672,878.5917,3037.1933
81.73,23.30,-164.10,6841.2147,3199.8556,10001.6173
86.86,22.89,-171.12,7343.3989,3152.1135,10696.2829
38.34,12.79,-105.71,2170.8843,1289.4461,3935.8417
45.18,13.71,-102.58,3010.1750,1452.0554,3576.9825
54.46,25.10,-131.86,4089.7783,3413.2694,6757.4382
67.98,10.84,-152.94,5419.9408,830.3716,8897.6731
31.12,23.21,-98.02,1178.7120,3103.9544,3026.9871
39.29,11.95,-101.73,2285.8086,1008.3599,3464.6506
88.92,25.65,-195.47,7550.2126,3604.1238,13068.8771
28.77,15.92,-100.80,422.7634,1984.9503,3349.5004
49.30,22.31,-127.06,3523.2329,3030.1346,6259.8803
31.32,14.53,-104.49,1102.2625,1722.0638,3789.9961
65.36,20.81,-147.28,5196.4708,2837.9598,8323.4372
39.74,11.69,-98.92,2341.1156,887.5188,3116.0328
43.50,11.31,-100.65,2799.0535,715.2877,3335.1490
74.18,23.82,-467.97,6107.8603,4203.8206,39185.4387
30.22,19.74,-99.94,945.1843,2611.0896,3255.7544
59.00,20.68,-138.85,4543.8578,2808.7734,7472.2094
38.16,22.67,-107.26,2225.3837,3041.7843,4128.4539
31.29,17.00,-102.78,1131.1682,2175.7430,3592.7962
38.42,21.05,-108.74,2246.1877,2814.4568,4292.5327
35.73,12.23,-102.35,1805.8711,1127.4280,3536.3490
30.82,20.54,-100.56,1085.2722,2732.5820,3334.1291
37.16,22.19,-111.14,2094.1409,2992.1889,4558.7126
45.96,12.31,-125.27,3093.4587,1251.0428,6069.8470
73.30,12.71,-162.35,5962.7864,1422.1235,9833.6205
29.54,14.80,-105.55,683.3119,1793.0435,3911.4278
40.70,21.11,-111.40,2531.2094,2825.6323,4590.0082
38.37,21.55,-108.87,2244.2109,2887.9126,4307.7012
28.35,27.28,-93.58,590.3931,3637.8388,2452.9746
36.90,10.76,-104.61,1959.3327,579.7983,3802.6894
41.26,11.33,-109.38,2530.2096,845.3595,4353.8610
34.51,25.28,-102.35,1752.6325,3390.4401,3562.7254
30.17,17.95,-102.11,906.4491,2337.3623,3513.9870
42.84,10.72,-114.54,2718.4053,620.2135,4925.5846
39.33,25.45,-109.13,2394.3895,3423.3758,4342.6954
36.78,11.30,-104.40,1946.9867,826.5678,3778.8755
39.48,11.32,-96.67,2303.9792,716.2259,2824.0622
37.27,11.86,-105.50,2019.7138,1029.2205,3908.5072
28.35,18.76,-96.93,300.7378,2451.4529,2870.5206
33.90,21.22,-104.27,1625.1028,2837.1862,3779.8126
38.58,23.83,-107.76,2287.5887,3203.2376,4186.2696
31.15,23.59,-100.00,1191.7573,3164.9272,3273.2624
37.72,11.16,-96.07,2071.9458,655.8123,2741.9620
40.13,10.99,-98.48,2384.8556,566.4425,3059.7486
28.41,21.76,-97.56,457.8607,2907.3393,2961.1271
28.01,25.05,-93.27,380.7479,3346.5114,2399.0469
88.13,11.68,-183.33,7426.3750,1187.4051,11906.2265
30.31,25.12,-98.77,1049.0679,3368.5621,3125.6224
45.93,10.48,-112.01,3077.4729,372.0897,4650.4186
35.16,18.77,-106.90,1788.1019,2471.9403,4078.5222
28.02,26.18,-94.77,432.3539,3500.6411,2610.3669
39.61,23.89,-108.73,2416.8845,3211.3664,4296.1418
31.62,23.77,-100.09,1279.6794,3188.3499,3285.4809
38.57,24.50,-107.79,2291.3245,3294.2302,4190.6744
43.49,23.75,-115.69,2880.0485,3206.5299,5060.8060
33.23,13.11,-105.03,1430.9706,1399.6673,3852.0417
45.19,12.77,-102.47,3005.6743,1213.1174,3560.6682
46.98,23.63,-121.58,3274.2610,3200.9410,5688.2949
40.95,11.01,-96.53,2486.5566,533.9797,2806.3074
53.36,21.60,-130.61,3956.1147,2929.6974,6628.6322
40.52,11.03,-95.57,2433.8154,538.4706,2677.4753
45.75,22.38,-119.17,3128.8547,3021.3947,5432.4948
35.80,16.84,-108.25,1862.0370,2154.1770,4229.2742
33.40,28.18,-100.65,1617.4747,3763.5854,3365.5150
27.19,30.81,-90.47,40.9259,4071.5805,2014.3254
31.75,22.57,-100.92,1287.8343,3023.4991,3383.1067
31.46,25.65,-97.13,1271.8741,3428.9815,2921.9734
32.16,23.79,-98.61,1371.8179,3183.4490,3103.0112
45.87,20.47,-116.08,3131.0268,2731.7618,5102.4316
32.91,23.66,-101.17,1494.9948,3172.8264,3416.7535
28.56,27.46,-93.11,661.1245,3658.7226,2387.4392
27.81,24.60,-94.18,238.8481,3289.6184,2523.3671
36.20,19.09,-107.77,1936.3725,2521.4745,4179.1358
32.51,28.36,-99.00,1480.6422,3782.6347,3164.8332
78.48,11.51,-169.09,6473.6629,1108.5272,10503.8689
33.37,28.59,-100.19,1617.3192,3813.1067,3311.9282
31.82,22.28,-100.58,1296.5184,2982.2265,3342.0140
51.41,20.58,-131.42,3742.9723,2791.2272,6710.2103
43.48,22.98,-114.88,2873.0120,3096.9184,4972.4024
64.50,14.93,-149.21,5083.3749,1874.3743,8519.8311
32.33,29.60,-96.72,1464.1679,3930.2406,2882.3808
39.92,16.41,-113.86,2402.5059,2088.8257,4853.9275
30.22,22.91,-98.49,995.2765,3066.7630,3084.0268
33.45,29.40,-97.66,1634.5219,3904.4305,3001.8273
32.83,21.92,-102.30,1464.0141,2934.2977,3548.5567
32.24,27.62,-99.08,1429.2092,3690.0406,3173.0104
29.08,23.94,-95.04,733.8664,3200.0649,2639.0366
29.87,26.68,-96.29,977.6218,3565.5331,2815.6747
34.17,11.04,-98.67,1556.9994,677.7662,3076.4829
42.36,24.82,-114.51,2754.6561,3349.8069,4933.5339
28.65,24.78,-94.83,625.5259,3314.0491,2613.7939
37.68,11.57,-98.05,2069.7402,852.8643,3003.3033
34.67,10.48,-145.98,1662.6255,948.0187,8175.8586
44.43,12.81,-103.10,2918.2312,1232.4690,3636.2542
70.72,48.60,-142.50,5848.3497,6156.3813,7833.3051
104.04,41.57,-189.47,9077.5050,5445.9283,12474.3707
266.71,139.85,-358.53,24815.2967,15567.3841,28593.9869
119.04,47.80,-211.13,10538.8996,6163.0480,14571.9084
36.69,20.85,-109.46,2018.9448,2793.6663,4371.1406
37.28,20.86,-109.66,2097.9298,2793.8479,4394.5838
239.81,124.70,-336.58,22229.5645,14074.2427,26517.0926
372.78,309.62,-458.91,35229.0187,32042.1662,37794.3956
74.58,46.99,-144.39,6225.4956,5977.9780,8026.1600
31.42,15.68,-103.58,1138.2248,1942.2332,3685.3348
417.63,275.16,-444.13,39425.1813,28602.3911,36511.8504
108.87,78.74,-194.77,9658.1422,9365.7024,12934.3404
37.23,12.64,-104.77,2020.7505,1251.2518,3824.8416
50.11,33.03,-121.93,3667.5595,4384.6065,5730.5129
60.72,24.69,-138.09,4739.4224,3361.9091,7395.3868
223.63,127.60,-268.06,20728.6399,14196.0942,19959.2656
294.36,155.40,-411.07,27456.6017,17179.7293,33583.5581
110.97,44.97,-195.15,9756.3947,5824.4507,13025.2242
260.53,125.09,-283.18,24229.0609,13915.5390,21435.5339
132.76,64.02,-223.26,11902.0255,7887.9637,15722.7143
185.98,84.48,-215.07,17054.1622,9836.1237,14939.4553
35.37,19.67,-108.73,1827.3160,2618.9123,4287.0220
243.61,135.76,-349.39,22610.7671,15188.9336,27715.4791
121.56,54.97,-212.58,10802.6909,6932.3768,14701.3340
255.44,132.13,-341.24,23732.7843,14785.5028,26955.8072
251.95,136.29,-369.67,23396.8319,15281.3457,29653.7064
36.46,23.28,-111.69,2010.0288,3149.5036,4620.7036
145.58,68.77,-238.35,13138.1382,8394.0373,17173.4530
39.26,24.47,-113.86,2380.0733,3310.1231,4860.5190
92.78,63.67,-170.96,8061.2525,7785.6672,10635.4143
92.24,35.72,-177.73,7913.3434,4770.9752,11330.6603
1140.49,915.73,-1208.98,109020.5275,90695.2814,107927.7233
95.30,43.79,-186.75,8235.7057,5707.2487,12200.0837
804.39,595.00,-851.30,76635.3964,59667.6776,74621.8332
1434.64,962.24,-1445.26,136959.4808,95267.2445,130488.0418
1184.73,858.79,-1203.15,113122.9297,85160.2851,107579.5911
69.33,29.16,-149.97,5631.0791,3954.3224,8589.2241
989.51,801.28,-1115.76,94492.2311,79783.4135,99295.3046
3807.29,2965.40,-3821.89,365166.5354,288852.4290,352246.5150
33.13,18.45,-104.66,1474.7349,2417.9466,3818.9225
466.71,377.83,-550.87,44251.2833,38665.1918,46420.3831
40.84,21.96,-111.28,2553.7445,2947.6561,4578.0474
186.03,79.12,-236.42,17035.4143,9356.5691,16999.0126
97.69,12.75,-192.51,8365.1229,1463.1339,12807.6995
44.82,12.57,-101.14,2961.4315,1148.1884,3399.8651
30.12,10.27,-106.23,752.8913,406.2784,3983.7724
33.58,19.03,-104.58,1553.1047,2508.3490,3811.3160
40.65,26.62,-108.46,2562.8324,3570.1293,4271.5232
42.58,13.15,-101.03,2701.3367,1322.2176,3384.9509
45.52,12.50,-102.45,3041.9774,1134.3858,3558.1206
39.07,11.20,-102.08,2251.6986,731.9367,3504.0421
28.32,30.43,-91.39,652.8473,4025.4358,2152.9474
31.58,18.73,-102.30,1208.5396,2459.4827,3540.3110
29.22,20.68,-99.69,711.8355,2755.4735,3226.2389
33.79,17.94,-107.29,1576.1771,2345.4547,4120.9626
40.49,11.42,-103.04,2434.0087,818.8958,3621.0962
28.26,19.97,-99.33,316.3879,2650.4908,3178.4151
39.65,18.34,-112.99,2382.5601,2411.6532,4760.4851
36.44,11.97,-100.89,1903.9914,1029.4447,3359.0012
41.47,25.56,-111.20,2653.5517,3438.2614,4573.0880
28.98,27.91,-95.30,789.0170,3722.8815,2688.3680
780.09,564.17,-812.96,74284.6723,56656.0303,71046.9282
405.96,274.35,-441.74,38323.3371,28546.7228,36285.6018
3459.83,2459.22,-3414.92,331386.0564,240027.4968,314828.4594
546.14,409.47,-591.54,51849.6309,41663.9472,50262.4920
743.55,510.15,-769.06,70726.2652,51433.9094,67002.1354
3273.50,2498.66,-3290.49,313827.2757,243806.3952,302758.2484
983.85,681.32,-1023.70,93774.5508,68072.8792,90895.1907
599.14,412.97,-650.64,56864.4132,42069.3172,55912.8326
223.78,144.74,-255.63,20787.8962,15835.2332,18733.9546
3496.37,2493.32,-3497.00,334864.8683,243445.5236,322565.9137
662.21,489.09,-694.99,62991.5937,49360.7965,59959.9646
44.88,12.65,-115.70,2970.1629,1279.4591,5054.4327
896.96,628.78,-976.25,85431.8785,63078.7575,86472.2707
536.25,385.45,-542.32,50882.7125,39236.6093,45638.0074
617.07,419.97,-623.62,58594.2840,42623.8436,53332.4369
37.30,11.19,-102.79,2016.9687,757.7145,3587.6964
55.63,40.96,-132.99,4289.1165,5322.4729,6869.7000
674.60,549.35,-772.63,64243.9145,55320.5215,67174.1087
753.87,414.88,-747.50,71529.7559,42232.9405,65235.1638
310.96,183.34,-429.33,29089.5722,19914.3283,35264.0778
423.35,355.55,-525.78,40096.6987,36541.4515,44064.2952
1094.29,1042.56,-1351.84,104801.1191,103308.3644,121113.0386
48.92,26.39,-122.52,3503.7263,3565.8389,5788.4083
94.14,64.84,-171.60,8197.5461,7906.1927,10698.1346
68.88,48.55,-138.33,5666.2171,6142.0046,7415.5169
151.82,73.33,-194.01,13766.7907,8716.0456,12902.6978
29.29,22.19,-97.22,758.4713,2963.5493,2920.0773
30.02,25.39,-96.28,989.7999,3395.6210,2809.0726
31.19,24.68,-98.90,1213.0002,3307.5328,3141.1636
37.82,25.74,-105.10,2204.8480,3450.8288,3886.9594
27.92,24.08,-95.16,293.6940,3222.5942,2654.8340
39.68,25.81,-107.89,2438.8052,3464.7425,4204.8127
36.36,18.84,-106.40,1956.3098,2475.9093,4023.4118
34.69,25.41,-105.28,1782.2792,3418.4178,3903.8832
33.76,25.91,-101.07,1648.7180,3470.9675,3411.3922
29.79,30.06,-92.17,1009.1128,3978.4344,2267.0461
36.92,11.23,-104.56,1967.0336,799.9219,3796.9843
28.04,29.26,-94.02,535.8481,3890.9700,2520.9677
28.22,27.91,-93.81,562.3381,3718.8489,2487.3539
30.77,28.80,-94.63,1185.4352,3827.5695,2605.0433
35.01,27.92,-100.47,1847.3515,3724.0150,3345.8790
31.50,30.31,-97.50,1337.2533,4023.1546,2982.6011
34.15,27.59,-100.73,1721.6367,3685.9111,3374.6077
29.24,30.67,-90.99,896.6383,4050.7086,2096.3583
38.36,11.43,-98.87,2160.4241,801.1872,3107.4301
47.07,14.32,-124.09,3231.6258,1707.6391,5948.7675
39.09,16.12,-114.14,2295.9224,2041.3623,4883.4302
37.18,14.86,-107.64,2033.5239,1776.6002,4158.7276
60.95,16.36,-142.63,4725.8940,2124.9612,7856.7393
39.89,12.40,-101.64,2366.2453,1139.0336,3455.1277
30.77,28.65,-93.59,1183.3084,3804.0498,2462.8199
42.25,22.15,-113.89,2724.2718,2980.1643,4863.6186
35.54,26.05,-102.59,1904.5842,3490.1085,3593.5336
34.98,25.75,-101.99,1824.3900,3449.6868,3521.7277
31.78,27.99,-97.39,1355.7582,3732.3000,2961.7347
35.98,26.29,-102.95,1967.5702,3520.9820,3637.5175
30.08,24.74,-98.85,995.1904,3319.0400,3134.4511
34.26,23.08,-103.07,1696.4646,3094.9038,3643.2244
30.71,26.48,-96.64,1144.5921,3538.8305,2861.1328
27.81,27.06,-93.56,361.7784,3610.8971,2448.8576
32.98,28.56,-99.12,1555.8402,3807.2158,3180.5726
31.77,28.95,-96.17,1364.7811,3849.0262,2809.7305
41.41,10.66,-121.15,2547.6182,693.1311,5632.5190
29.91,23.61,-98.40,937.9739,3164.2234,3073.9791
28.98,29.37,-93.18,815.3514,3898.9047,2406.7250
33.65,26.00,-99.59,1631.5488,3477.3049,3232.3356
31.62,23.74,-100.03,1278.6802,3184.0047,3277.6324
37.17,24.94,-105.94,2115.3133,3350.1235,3981.2230
40.29,21.28,-111.26,2482.2127,2851.4920,4574.6440
29.07,26.00,-95.40,775.0769,3475.9761,2695.6111
47.06,11.65,-106.08,3213.2959,875.4058,3984.4516
42.05,10.67,-105.67,2621.0867,459.2704,3931.0183
34.53,26.30,-101.24,1764.7461,3520.1979,3432.9744
56.69,41.05,-128.59,4398.7889,5315.5141,6423.4002
138.05,59.42,-233.97,12391.9584,7426.3322,16765.4503
88.60,57.26,-166.97,7633.9087,7113.4109,10250.8203
166.38,74.77,-258.75,15136.3904,9022.3685,19133.9913
38.48,12.47,-105.60,2185.9403,1200.9277,3922.2988
137.78,50.74,-228.03,12343.9925,6486.4006,16209.4326
87.89,58.77,-167.39,7570.3497,7275.5602,10290.1403
135.20,49.47,-227.91,12092.9018,6355.7685,16199.0079
78.19,48.82,-151.90,6587.4011,6191.6022,8771.8808
49.85,21.80,-113.45,3579.4244,2901.9078,4822.5587
50.54,12.76,-104.27,3606.4030,1184.0534,3780.0139
77.03,60.56,-152.51,6516.9243,7442.6821,8821.3215
152.01,74.41,-250.20,13764.9675,8993.2206,18304.9381
152.86,69.57,-244.62,13835.0099,8478.9722,17780.0465
62.29,11.02,-111.68,4843.7042,447.4412,4630.0807
173.74,86.63,-261.41,15870.0789,10216.3369,19370.6430
178.40,92.30,-282.19,16320.4559,10835.6958,21350.1352
803.33,420.16,-745.76,76252.9608,42641.2612,65097.1670
54.40,17.16,-132.56,4045.1029,2243.8077,6829.8466
89.53,35.06,-168.34,7648.2658,4670.6094,10411.0516
49.87,15.21,-104.32,3545.9488,1763.1828,3789.2013
40.25,13.95,-108.27,2424.0583,1573.3361,4232.1777
117.86,52.08,-204.83,10440.7545,6609.5680,13955.2372
118.77,49.09,-207.86,10518.5233,6293.5760,14253.6397
34.33,20.15,-107.22,1679.5133,2688.6018,4116.1717
1646.17,1446.51,-1932.63,157753.0261,142514.5675,175561.0391
30.83,14.11,-109.72,1001.4720,1667.6494,4386.1250
209.19,117.79,-243.23,19338.1432,13186.7109,17593.0545
64.42,31.13,-137.80,5145.5315,4168.6006,7366.5465
399.38,200.35,-536.66,37482.4729,21690.1086,45505.3096
724.63,619.65,-866.55,69087.0513,62214.4145,75936.6060
35.85,10.50,-105.26,1809.5691,450.6830,3876.5560
