1-0 H_25.40000_179.29412
1632 9.75690 -19.47428
1633 10.13315 -15.46764
1636 10.98293 -17.14714
1640 11.12318 -13.80513
1642 -9.00103 -13.43197
1643 1.26089 -5.78180
1646 -1.72961 -18.45713
1649 -4.35528 -13.43718
1650 -8.98906 -5.03821
1652 -0.78777 1.18673
1655 6.30255 -9.94841
1657 -4.07652 -16.04868
1658 -2.91081 -11.47289
1661 -7.58164 -7.32766
1662 -1.74636 -0.19696
1663 7.79030 -16.44464
1665 6.87016 -20.30906
1668 -7.03396 -0.02443
1671 9.67002 -8.33740
1673 -9.05504 -4.46840
1675 -7.80202 -2.40769
1676 -1.94149 -6.93861
1677 3.41295 -8.76864
1681 -7.31671 -13.93575
1690 -4.53049 -8.05659
1692 8.51326 -20.03871
1696 -3.55092 -7.17801
1697 -2.43192 -16.32771
1699 -2.10860 4.51630
1700 5.37125 -12.61782
1704 11.30929 -10.12677
1706 7.88800 1.37753
1708 0.73403 -13.37383
1710 0.41191 3.33609
1711 -3.50027 -18.48735
1716 -3.86218 -24.07607
1719 -10.11048 -1.12873
1720 -1.89999 4.73197
1721 -6.05698 -8.82660
1722 5.96990 -20.58698
1725 1.52584 -6.42875
1726 6.59100 -7.37065
1728 -10.60509 -4.93885
1733 6.45380 -14.46926
1735 12.05763 -19.65811
1740 7.35697 -11.06816
1744 1.30382 -18.98002
1747 -0.00629 -19.65158
1748 -4.40234 -17.84979
1749 7.10923 -12.66409
1750 10.96440 -7.47453
1754 5.91713 -17.40778
1755 -1.18969 -7.51550
1757 0.86732 -19.90769
1758 -3.83143 -17.26633
1759 -7.11988 -5.14006
1760 6.80493 2.44001
1761 6.68311 1.02121
1762 -7.86512 0.41641
1763 4.35044 -12.99192
1764 0.79715 -16.21696
1765 -9.08471 -16.68065
1766 -7.35433 -3.45697
1767 8.90964 -9.77407
1769 5.77019 -17.77240
1770 12.25172 -6.65206
1771 1.07146 -17.68685
1772 -6.40450 -5.72787
1775 1.67397 -19.62408
1776 1.53353 -16.31106
1777 -6.62237 3.52977
1778 11.32080 -6.10620
1779 -2.90266 -7.64551
1780 -3.68413 -16.27656
1781 -1.43497 -11.78397
1782 -5.68916 -2.49221
1783 -6.99487 -12.26032
1784 -0.67046 -16.45785
1787 -8.44491 3.06465
1792 0.06782 -10.29771
1795 1.50006 -7.69974
1796 11.27728 0.25506
1797 -7.90259 -1.40238
1798 4.36943 -1.37805
1799 -7.41072 2.12662
1800 -6.59921 -5.99393
1801 -5.36462 -1.15154
1802 7.32577 -8.14721
1803 1.36002 -6.88814
1816 -7.64194 2.59259
1817 -2.66706 -6.73166
1818 -1.80699 -11.14189
1820 5.25076 2.78704
1821 -6.96563 -9.44699
1823 8.32367 0.49978
1827 8.85715 -7.37860
1833 2.45990 -18.51435
1834 12.11998 -1.03493
1843 3.41009 1.85927
1851 -12.26235 3.11041
1856 -9.45905 4.12341
1857 -8.28323 3.90499
1858 -9.66434 0.08015
1859 -10.58518 -5.38188
1860 -7.34464 -8.50237
1861 -7.75331 -4.59354
1862 9.93356 -10.31430
1864 7.78477 -1.97437
1868 -10.94676 -10.79748
1871 -8.77844 1.92007
1872 -5.12990 -3.17354
1873 -7.42473 4.21272
1879 8.22904 -5.14581
1880 7.35697 -11.06816
1882 -1.71297 -6.22231
1898 9.18119 -6.33546
1902 8.51140 -0.86414
1904 4.01315 -7.49633
1911 8.47420 -18.06570
1915 -3.20118 -5.41225
1918 1.14539 -14.21169
1960 5.23384 -1.27004
1978 4.12515 0.45967
1992 4.70583 -4.02028
2008 2.87385 -5.05378
2010 4.33925 -3.24628
2050 3.73700 -3.73513
2070 3.58792 -4.00674
2071 4.72070 -5.07681
2072 4.77833 -5.37603
2082 4.92192 -11.47674
2108 5.19451 -6.40517
2113 6.27668 -5.89930
2115 7.57371 -4.79229
2116 8.32714 -6.30308
2117 6.32681 -5.12139
2120 5.45177 -6.77456
2121 10.00210 -1.51380
2123 7.37999 -5.07163
2125 10.81775 -3.16547
2126 7.45350 -5.70790
2127 11.55280 -3.32242
2128 11.16707 -1.03510
2129 -0.87917 -9.96448
2130 -2.04414 -8.35445
2132 -1.12335 -13.71281
2133 10.32193 -0.44406
2134 0.78468 -8.70231
2135 -4.12283 -3.40191
2136 8.11540 -2.97352
2137 -0.50159 -10.66016
2139 -1.27363 -9.26530
2145 -5.68256 -5.66006
2150 -3.56621 -4.46270
2151 -5.87198 1.03135
2175 2.88078 -10.14842
2181 10.94650 -3.52693
2278 -2.78949 -5.36245
2296 -2.97899 -7.15274
2310 -7.94316 -5.58313
2335 -4.90293 -1.22762
2675 2.25896 -5.01441
2681 2.45507 -3.41461
2697 8.43894 -8.41636
2699 8.88204 -20.42265
2700 4.10829 -17.40100
2703 -2.59498 4.37321
2779 0.61493 -0.33858
2814 12.33956 -17.42691
2816 5.34386 -4.52604
2844 -9.79559 1.63450
2849 4.73594 3.01892
2850 -4.44272 -2.32725
2851 -8.97900 -10.41420
2852 -3.24417 1.83856
2853 -10.76202 -16.40848
2854 -1.48537 -23.84379
2855 4.89368 -14.95867
2856 -9.91804 2.96301
2857 1.41705 -22.75308
2858 -2.49176 3.33687
2885 -9.16377 -21.93936
3594 -4.60265 1.09638
3596 -4.01276 0.96277
3714 0.32416 -0.03296
3743 -10.77595 -2.86934
3756 2.08511 -0.06351
3776 -1.65225 -7.49936
3847 -0.32376 -8.48862
3894 1.68084 -0.57056
3913 -12.30818 -4.55063
3939 -8.02469 -3.35829
3940 0.67139 -1.28377
3941 -0.15819 -10.02331
3943 -10.96500 -1.32641
3959 2.73621 3.30394
3969 -0.02654 4.33400
3970 9.33739 -16.63498
3971 -11.42906 -5.73538
3972 3.13778 0.87017
3973 -11.11001 2.84558
3979 -2.38411 1.90236
3993 -3.85284 -24.04669
3994 3.08891 0.29400
3995 -2.05521 -16.19649
3996 -11.05600 -7.93515
3997 -9.35056 -7.99374
3998 9.12985 -13.06870
3999 -8.76574 -24.34225
4000 -10.27117 -12.65149
4001 -3.72531 -23.59184
4002 -7.25108 -22.82305
4003 2.39597 -22.92679
4004 -11.38911 -23.99497
4005 -12.42650 -19.42585
4006 -10.66094 -17.72037
4007 -7.78916 -21.36928
4008 -11.77169 -20.26262
4009 3.40241 -24.34335
4010 9.58981 -22.19297
4011 -11.18103 -15.21750
4012 -6.00386 3.67272
4013 -5.44960 -15.44784
4420 -6.12734 -18.05419
4448 8.97480 -20.16795
4453 -9.49253 -18.12989
4454 7.42461 -23.43382
4455 10.06611 -22.70237
-99
1-44 H_25.40000_49.16129
1072 4.35736 -5.62637
1094 4.07197 -5.95619
1270 3.95571 -4.99980
1277 3.44023 -4.20678
1298 3.43408 -6.49080
1318 4.65383 -3.10149
1322 2.33857 -3.04913
1323 3.24199 -3.55873
1431 7.82466 -7.80549
1448 3.74907 -3.06960
1459 1.80727 -1.83078
1503 3.76238 0.57460
1506 -8.06990 -2.84270
1520 6.20013 -4.98742
1524 6.20434 -10.55736
1563 -8.14555 -1.42156
1566 5.45339 -3.88809
1570 3.27319 3.03805
1579 4.76376 -1.14475
1581 10.04431 -13.44152
1582 3.18678 -2.61480
1583 6.21537 -3.75914
1586 -7.13259 -2.85827
1601 -1.03005 -1.58590
1605 0.82649 3.90229
1617 -2.72108 -7.96261
1625 5.59080 -15.72639
1650 -5.14485 -4.36581
1664 5.83804 0.39071
1674 6.32523 -0.39968
1676 -1.94213 -6.04061
1710 -0.00202 3.94345
1726 8.92692 -6.69974
1728 -6.63785 -4.28776
1755 -1.27060 -6.61058
1795 1.53278 -6.81289
1815 5.96638 -2.66777
1818 -2.29175 -9.95898
1822 2.59643 -8.27508
1826 9.32956 -11.21706
1835 2.00154 -7.88300
1847 9.40916 -15.15980
1849 -11.72037 0.74994
1850 11.43414 -13.77253
1853 9.84608 -13.82393
1854 10.58370 -8.88673
1865 11.04223 -7.74948
1899 2.31679 -5.91469
1903 5.40982 -6.57441
1904 5.74905 -6.68586
1905 5.10264 -4.16767
1914 -4.40164 -6.49876
1932 -2.91367 -16.91295
1933 -6.52215 -15.44287
1938 6.83033 -13.77351
1941 -1.55002 -13.36357
1942 -9.61211 3.35471
1943 -1.91239 -10.64461
1944 6.84004 -9.46567
1945 12.28774 -11.69445
1946 -11.34970 -4.36523
1947 -9.04981 2.53426
1948 0.48411 -11.83999
1950 -3.91106 -10.30578
1952 -9.18453 -0.80479
1953 7.47065 -15.81795
1954 -9.57570 -3.23539
1960 11.66552 -0.83273
1961 10.08482 -8.48609
1962 -6.79396 -1.86858
1963 -1.93202 0.49364
1964 10.07976 -8.19310
1965 11.65779 -2.43166
1968 4.18929 -6.47330
1970 5.41397 -7.01092
1971 2.57406 -9.74763
1972 -2.19715 -7.40320
1976 7.70913 -10.63196
1977 -4.43511 -13.90314
1979 5.48743 -11.63942
1980 8.18719 -12.95854
1982 -0.50083 -13.08420
1983 -0.94689 -15.41896
1984 4.60302 -20.40318
1985 6.88247 -20.87122
1986 -8.23211 1.22218
1987 0.93026 -19.32482
1988 -4.78668 -23.64212
1989 8.01910 -17.52753
1990 0.24706 -23.82155
1991 -4.20762 -17.41159
1992 9.04504 -3.28672
1993 -11.88885 -1.09372
1994 -0.12268 -3.81440
1995 6.30969 -17.35101
1997 1.85669 -16.68426
1998 1.01057 -13.99076
2000 1.67079 -13.84239
2001 6.81463 -12.75724
2002 6.22168 -4.36920
2004 5.72760 -11.36912
2005 5.39515 -7.80071
2006 -10.86678 -5.16791
2008 6.81654 -4.42389
2009 -1.26836 -13.93124
2010 9.64428 -2.75391
2015 5.43475 -3.59234
2020 -4.73070 4.01197
2021 -7.78192 -10.57658
2023 -8.42010 3.27784
2025 7.91500 -15.55871
2029 -2.21358 -12.00188
2030 -6.61435 -12.16619
2031 7.97297 1.91467
2034 10.42558 0.03041
2035 3.63453 -12.43104
2037 -10.37196 -11.34912
2038 3.20569 0.73900
2042 4.45738 -15.11059
2049 9.34688 -2.17109
2050 8.52622 -3.13794
2051 -7.70283 -2.20393
2052 -8.70386 -0.38596
2054 5.13151 2.89885
2055 -1.14116 -4.97785
2056 -2.65740 -5.50941
2063 6.26493 0.75865
2064 -7.40905 -6.48868
2065 -11.51126 -2.50522
2067 6.70411 2.20221
2070 8.33606 -3.43604
2071 8.84904 -4.48488
2072 8.56808 -4.75624
2082 3.95984 -10.48798
2084 -2.18117 1.75039
2087 4.92650 -11.09431
2094 -1.10469 -5.70235
2101 -9.87867 -1.25762
2105 12.28774 -11.69445
2108 8.09514 -5.68564
2113 9.61792 -5.24542
2114 8.04315 -6.90045
2115 11.85608 -4.20086
2116 11.48557 -5.63994
2675 6.22168 -4.36920
2676 7.20128 -1.29399
2685 10.72867 -10.87883
2687 -7.84194 3.88700
2689 7.56965 -8.98149
2690 5.95766 -16.36596
2693 -5.06408 0.35629
2694 8.80286 -16.55593
2704 -6.61429 -19.29306
2705 -6.11982 -17.97350
2706 -7.80417 -19.46372
2707 -8.56477 -16.75893
2708 -11.20606 -17.39592
2709 -2.99342 -23.51345
2710 -10.80214 -14.87647
2711 -8.28377 -20.01040
2712 -1.13633 -23.74533
2809 -9.61211 3.35471
2812 1.69344 -1.23564
2815 1.21358 -1.74711
2816 9.89685 -3.95893
2817 -9.42873 -11.32837
2820 9.44033 0.11571
2821 -7.26179 3.45251
2824 -12.15750 -15.37552
2825 -2.26351 -0.96257
2826 -10.38678 -23.19099
2828 -5.61589 -11.23611
2846 -10.50162 -8.94134
2847 -10.18147 -8.47762
2859 -3.76073 -16.55218
3586 -1.00761 1.50310
3630 1.99344 -5.01793
3632 -0.91042 0.68480
3641 6.13426 -15.76629
3642 -1.28758 0.99983
3661 1.32101 0.90778
3671 6.35042 -5.51456
3672 10.97694 -16.37366
3714 -0.91042 0.68480
3715 6.24633 -2.30355
3723 8.80286 -16.55593
3727 -9.10560 -1.66840
3729 -11.97948 1.78610
3735 3.63616 -9.00671
3739 -1.99837 -12.75053
3743 -5.31104 -2.31568
3747 -11.20370 2.55892
3748 -3.13410 -14.79093
3750 -9.76898 -4.71943
3754 -4.73695 -13.44343
3756 1.45828 0.67798
3770 -0.30484 -3.97919
3776 -1.72263 -6.55587
3789 -6.29919 -1.00918
3811 1.09292 -4.70950
3847 -0.55280 -7.51600
3894 0.97101 0.08349
3895 -8.32960 -7.08743
3897 -3.21692 -8.72036
3899 -0.59245 -9.01893
3900 -5.21961 -10.53609
3902 -8.39140 -15.64742
3903 -6.51146 -8.04907
3905 -7.84971 -14.73004
3906 8.05843 -12.31431
3907 -9.57962 -13.90754
3912 -8.01323 -8.28718
3913 -8.07917 -3.88447
3915 -2.64392 -15.12185
3917 -10.56429 -14.25509
3920 -11.58769 -9.64010
3921 -5.01543 -14.26458
3922 -4.30971 -14.67828
3923 -6.31956 2.24320
3925 -8.78561 -15.04513
3927 -5.73200 -23.56396
3928 -6.13933 -14.45663
3929 -11.29426 -8.73407
3931 -1.21319 -15.22844
3936 -11.27795 -18.43337
3938 2.02706 -23.87808
3939 -2.83433 -2.80131
3940 -0.30148 -0.51354
3943 -4.53857 -0.80221
3945 -3.67203 3.41704
3946 -9.29974 -23.37644
3947 -4.40346 -1.84775
3948 0.48035 -24.27187
3949 11.31642 -23.01224
3950 -7.75271 -23.53462
3951 7.40062 -23.04349
3952 -4.97424 -13.78209
4014 -12.12326 -13.45037
4015 -6.46774 -20.22829
4016 11.07225 -21.55391
4017 -2.01592 -17.51958
4018 11.59582 -22.42259
4019 1.48066 -20.83828
4020 6.26118 -22.19159
4021 -9.26650 -20.28711
4022 -5.08656 -19.94545
4397 10.55857 -17.05490
4417 4.79526 -18.21462
4419 8.10459 -23.08390
4421 -3.31036 -22.09172
4422 -2.76201 -21.16600
-99
1-62 H_25.40000_49.16129
1030 -4.33465 -4.58416
1055 -3.08365 -9.32862
1276 -8.51849 -19.36784
1282 9.17032 -3.32865
1283 -4.91619 -7.78670
1294 -9.49269 -15.68588
1295 -9.42470 -17.56587
1296 -9.26282 -12.82387
1297 -9.01191 -19.33548
1299 -6.78702 -15.19173
1300 -8.31028 -20.72030
1305 2.72422 -2.85212
1358 -0.28355 -3.44999
1417 4.29979 -12.45336
1602 2.30014 -1.10657
1604 1.44517 0.87382
1605 2.01256 3.12630
1606 5.79160 -6.87805
1610 6.50500 -18.25881
1619 -0.15768 -4.52479
1621 9.52940 -9.05952
1625 11.75916 -17.14120
1634 4.23833 -13.88362
1639 11.53911 -11.28425
1641 9.40532 -7.19443
1644 -0.17842 -13.28575
1645 -10.25692 3.26911
1646 0.89786 -18.73185
1647 9.11677 1.41504
1649 -3.00171 -13.70425
1650 -9.91622 -5.18366
1652 -0.03760 0.90357
1655 6.58332 -10.06663
1657 -2.20435 -16.33360
1658 -2.26423 -11.69201
1661 -7.55969 -7.44945
1662 -0.89536 -0.50241
1667 -3.11786 1.46308
1668 -9.40984 -0.13188
1670 -11.17516 -4.48524
1671 9.27648 -8.35420
1673 -10.21156 -4.60652
1675 -9.51912 -2.51149
1676 -1.51743 -7.13002
1677 3.59870 -8.91952
1681 -5.79077 -14.42798
1684 5.23075 2.68877
1685 5.64936 1.56771
1686 -5.95683 -14.74761
1687 4.26231 -12.11676
1689 -5.23206 -9.49842
1690 -4.52088 -8.11990
1696 -3.24646 -7.37763
1697 -0.52114 -16.58351
1700 6.48907 -12.82882
1701 10.47552 -8.77223
1703 -8.19611 -16.43986
1708 2.19455 -13.55633
1709 7.48118 -21.48447
1712 0.11916 -0.39279
1719 -12.11621 -1.20873
1721 -5.76769 -8.98176
1726 6.00198 -7.44964
1728 -11.61084 -5.08688
1737 9.13590 -9.09292
1738 10.48180 -17.14797
1741 12.15266 -11.09162
1743 11.17084 -12.91069
1749 7.83244 -12.79754
1750 10.17531 -7.52964
1752 5.73893 -14.38109
1755 -0.69781 -7.69967
1756 -2.99731 -16.41637
1759 -8.07612 -5.27537
1760 3.84365 2.40804
1762 -10.31862 0.35555
1764 2.69821 -16.42915
1765 -7.01991 -16.95166
1767 8.96027 -9.84674
1768 11.74588 -17.40961
1769 7.68136 -17.87513
1771 3.38704 -17.95701
1772 -7.14820 -5.88899
1778 10.19929 -6.23545
1779 -2.52400 -7.87963
1781 -0.50203 -11.97073
1782 -7.41693 -2.59026
1783 -5.72733 -12.46241
1786 4.75924 -13.52324
1790 -5.19406 -8.42220
1792 0.55688 -10.46789
1794 10.50467 -7.10588
1797 -9.88600 -1.53150
1799 -10.28180 2.03837
1800 -7.28887 -6.14296
1801 -7.37986 -1.22121
1802 7.34024 -8.38760
1803 1.66301 -7.09814
1810 0.67532 -11.38041
1816 -10.66387 2.55000
1817 -2.60790 -6.84922
1818 -1.09047 -11.35549
1827 8.21221 -7.48713
1834 9.68173 -1.08967
1858 -12.02561 0.01833
1859 -11.35350 -5.55539
1862 10.20013 -10.43814
1864 5.60063 -1.99818
1871 -11.71698 1.88003
1872 -6.81301 -3.26627
1879 6.85259 -5.20251
1898 8.13685 -6.42220
1904 3.78711 -7.65302
1908 3.28007 -11.11399
1931 11.48604 -16.04091
1978 4.51311 0.31012
1992 3.17334 -4.10758
2036 8.13893 -16.73443
2071 3.51853 -5.18565
2072 3.69668 -5.48242
2082 5.62652 -11.64406
2113 5.20776 -5.99334
2114 5.43005 -7.66710
2115 6.20225 -4.88799
2116 7.29877 -6.38520
2117 5.05166 -5.24492
2120 4.67324 -6.84746
2121 7.61297 -1.60934
2122 8.46415 -1.21313
2123 6.06574 -5.15795
2124 6.70799 -3.43642
2125 8.86437 -3.21080
2126 6.25512 -5.79759
2127 9.57875 -3.37065
2128 8.74166 -1.09800
2129 -0.39189 -10.21412
2130 -1.42691 -8.69362
2131 -4.31497 -16.21616
2132 0.80105 -14.18679
2133 7.81278 -0.48650
2134 1.07843 -8.83746
2135 -5.65729 -3.50969
2136 6.15325 -3.04331
2137 0.05462 -10.88482
2139 -0.89284 -9.39721
2140 -3.42755 -11.85080
2141 0.47166 -9.20368
2142 9.08841 -0.00590
2143 7.99332 1.64706
2144 -9.61273 3.00664
2145 -6.49744 -5.79927
2146 -8.30701 2.97918
2147 -8.86397 -4.23241
2148 -7.33621 1.05004
2150 -4.77940 -4.56190
2151 -8.38856 0.96685
2152 -8.23913 2.14850
2153 -4.33277 2.54833
2154 -4.73883 2.96000
2155 7.29212 -5.68602
2156 -3.57074 -9.58049
2158 9.80648 -9.35200
2159 3.41485 -16.59551
2160 11.24623 -0.28231
2161 6.76973 -10.63674
2162 11.66001 -0.74939
2163 11.17106 -2.93593
2164 -7.21386 2.00708
2165 -6.08056 2.54273
2166 -5.36108 -2.01840
2167 -3.78697 -2.34590
2171 7.29712 -2.53071
2172 4.13747 -17.73994
2174 10.08898 -2.56051
2175 3.28560 -10.35634
2176 8.21221 -7.48713
2177 9.88622 -1.56118
2178 11.64170 -3.74118
2210 -1.99298 -20.92737
2252 3.69617 -6.12717
2256 0.27086 -3.07065
2258 9.05438 -13.19984
2276 8.15876 -3.09647
2278 -2.52504 -5.51702
2283 -5.97764 -7.97759
2289 -5.98678 -16.08933
2291 9.00956 -15.30144
2303 2.26973 -3.27937
2307 -6.18797 -0.05281
2310 -8.75098 -5.73610
2311 -3.63510 3.24962
2314 -3.21713 -6.37861
2317 -1.22197 -16.48468
2335 -6.99232 -1.39332
2337 -5.50370 -8.73983
2341 -5.18806 -5.47917
2354 -5.03652 -5.91986
2360 -6.13512 -21.29410
2399 -7.73866 -15.43134
2439 -9.69781 -6.48117
2697 8.24399 -8.57945
2723 -7.89379 -11.47507
2779 1.27827 -0.67507
2816 3.88785 -4.59383
2831 11.65713 -16.61033
2850 -6.20412 -2.44031
2853 -8.67532 -16.76476
2860 -7.91415 -8.50875
2861 -8.56264 -16.96991
2862 -10.99668 -11.89641
2863 -7.89379 -11.47507
2864 -8.80683 -12.87244
2865 -11.80613 -10.41033
2866 -5.56220 -19.05009
2870 -3.14108 -2.49150
2878 4.47512 0.70405
2890 -12.41876 -7.53483
2896 -10.23115 -12.63663
2901 -10.39970 -14.62240
2902 4.62380 2.60793
3593 -2.57510 -18.69767
3594 -4.25819 0.91684
3596 -3.57116 0.81214
3597 -3.04721 -15.55628
3598 -0.69342 3.36735
3756 2.75577 -0.25383
3847 0.15841 -8.69454
3849 3.75543 -4.08536
3939 -9.58304 -3.45516
3941 0.42710 -10.20493
3947 -12.08053 -2.49198
3953 9.56255 -21.80652
3971 -12.04699 -5.90212
3972 3.55880 0.66810
3993 -0.55032 -24.19869
4023 -3.29364 -3.00980
4024 6.86063 -10.29757
4025 2.43881 -16.59388
4026 7.96438 -10.32137
4027 -1.61175 -19.38712
4028 -6.01964 1.64389
4029 7.43679 -15.65555
4030 -10.55756 -22.80779
4031 8.51259 -9.84297
4032 -0.42404 -22.36253
4033 -11.65778 -7.87181
4034 1.47489 -24.05946
4035 5.72927 -19.40178
4036 9.98938 -8.81881
4037 4.96802 0.31745
4038 -7.72341 -14.28601
4039 -3.36541 -20.54514
4040 -11.26173 -21.64963
4041 8.25052 -9.65389
4042 0.01893 -3.13815
4043 -7.39582 -10.28726
4044 -10.89457 -8.84640
4045 3.76032 -21.90965
4046 -0.64209 3.59744
4047 11.70109 -21.10684
4048 -7.58280 -18.42070
4049 -10.71402 -15.84236
4050 -9.62029 -21.78984
4051 2.20769 -20.09902
4052 -5.62175 -23.02301
4053 -4.81733 -22.24665
4054 6.23238 -21.86089
4055 -6.82017 -21.83355
4056 -2.33809 -23.23132
4420 -3.78569 -18.44835
4457 -11.57383 -17.56463
-99
1-45 H_25.40000_45.26733
1072 3.60594 -5.25379
1094 3.37863 -5.54602
1270 3.20493 -4.66884
1277 2.73472 -3.94249
1318 3.74596 -2.91278
1323 2.52149 -3.33234
1431 7.00345 -7.27023
1448 2.82283 -2.86843
1459 1.47697 -1.73750
1503 3.32244 0.48118
1520 5.15855 -4.67552
1524 5.59327 -9.82328
1537 3.42778 -2.52439
1562 0.44491 4.36267
1563 -8.10753 -1.34530
1566 4.53710 -3.64516
1567 11.51209 -12.70282
1579 3.77997 -1.13524
1581 9.24277 -12.48488
1582 2.36724 -2.46810
1583 5.25028 -3.52358
1586 -7.11927 -2.69140
1617 -2.71875 -7.42020
1640 7.83365 -11.85827
1650 -5.18236 -4.06868
1664 4.72131 0.31529
1674 5.19764 -0.41582
1676 -1.95954 -5.64364
1701 9.91699 -7.22872
1712 -1.66861 0.47298
1725 1.53973 -5.14223
1726 7.90377 -6.21463
1728 -6.57802 -4.00912
1755 -1.33560 -6.17196
1795 1.23762 -6.33648
1815 4.98493 -2.51065
1822 2.19483 -7.67426
1826 8.48031 -10.42013
1832 2.37123 -16.09705
1835 1.63076 -7.33343
1847 8.76934 -14.06289
1849 -11.53131 0.68373
1850 10.57232 -12.77703
1851 -3.50737 3.04731
1852 -3.90369 4.23203
1853 9.09856 -12.82225
1854 9.57459 -8.25802
1865 9.91699 -7.22872
1903 4.69398 -6.11879
1905 4.23629 -3.89492
1911 3.02654 -15.43543
1912 7.15983 -8.98818
1914 -4.35703 -6.04136
1916 -7.33887 -13.60882
1928 1.00411 4.06172
1932 -2.43425 -15.73500
1933 -5.81730 -14.39675
1935 -8.82736 -12.39882
1938 6.35062 -12.82407
1941 -1.36575 -12.45003
1942 -9.66469 3.08884
1943 -1.88821 -9.91240
1944 6.18601 -8.81484
1945 11.28139 -10.85813
1946 -10.88672 -4.06384
1947 -9.15063 2.33242
1948 0.43967 -10.97245
1950 -3.70221 -9.58030
1951 -7.66358 -0.82188
1952 -9.11238 -0.77678
1953 7.01486 -14.67707
1954 -9.33906 -3.03235
1956 10.98827 -2.32345
1957 -5.19172 3.03646
1958 11.17566 -1.85362
1959 -1.05397 3.91040
1960 10.14269 -0.80965
1961 9.11564 -7.89780
1962 -6.84078 -1.75748
1963 -1.90024 0.43330
1964 9.10218 -7.62688
1965 10.23364 -2.28251
1966 -8.35888 -13.27965
1967 11.32526 -0.49501
1968 3.51042 -6.01918
1970 4.73912 -6.52304
1971 2.21701 -9.16889
1972 -2.22056 -6.89607
1973 10.24827 0.50394
1974 10.75403 -8.98943
1975 4.15766 -11.24644
1976 7.05776 -9.86640
1977 -3.99587 -12.88485
1979 4.95090 -10.80404
1980 7.58050 -12.00784
1982 -0.40955 -12.17084
1983 -0.68617 -14.31955
1984 4.43696 -18.90219
1985 6.59691 -19.30780
1986 -8.29410 1.09432
1987 1.09506 -17.92055
1988 -4.48754 -21.89711
1989 7.56045 -16.25589
1990 0.43937 -22.10495
1991 -3.72864 -16.17906
1992 7.87429 -3.10848
1993 -11.56333 -1.04919
1994 -0.32723 -3.52002
1995 6.03330 -16.13816
1996 -11.23629 3.11480
1997 1.91361 -15.51296
1998 1.01127 -13.06427
2000 1.62677 -12.82778
2001 6.35694 -11.90170
2002 5.26638 -4.08934
2004 5.20437 -10.55876
2005 4.77088 -7.25603
2006 -10.45388 -4.90294
2008 5.85237 -4.13350
2009 -1.08342 -12.94155
2010 8.34956 -2.58520
2015 4.54250 -3.38117
2019 -6.90453 3.80838
2020 -5.24674 3.67625
2021 -7.21275 -9.99413
2022 -8.21607 3.73720
2023 -8.57229 2.98649
2027 -12.13320 1.60261
2029 -2.01097 -11.15580
2030 -6.14315 -11.29169
2031 6.61159 1.70457
2032 11.88841 -15.76209
2033 8.78852 1.68474
2034 8.90627 -0.06333
2035 3.40414 -11.54581
2037 -9.59057 -10.54247
2038 2.79511 0.61484
2042 4.24023 -14.02675
2049 7.97287 -2.03575
2050 7.33781 -2.94860
2051 -7.71687 -2.11412
2052 -8.65333 -0.39804
2054 3.92559 2.61644
2055 -1.20056 -4.66967
2056 -2.66011 -5.12996
2059 1.91627 -14.17497
2063 5.09184 0.68394
2064 -7.10868 -6.01666
2065 -11.15022 -2.34840
2067 5.50339 1.99581
2070 7.17435 -3.22868
2071 7.70426 -4.19269
2072 7.46678 -4.44191
2075 6.05318 2.58571
2076 11.07766 -16.71964
2077 -11.18993 -3.74626
2082 3.54992 -9.75842
2084 -2.09007 1.57831
2087 4.46239 -10.33143
2094 -1.19552 -5.34569
2101 -9.66981 -1.20250
2105 11.28139 -10.85813
2108 7.08186 -5.29900
2113 8.43361 -4.88912
2114 7.14225 -6.42582
2115 10.44733 -3.93561
2116 10.23804 -5.26762
2120 7.07936 -5.65277
2675 5.26638 -4.08934
2676 6.01038 -1.24207
2685 9.82653 -10.10827
2687 -8.06667 3.57527
2689 6.83327 -8.34578
2690 5.66851 -15.16543
2693 -5.32588 0.30892
2694 8.22732 -15.35534
2704 -5.87726 -17.94271
2705 -5.45441 -16.70915
2706 -6.95422 -18.08855
2707 -7.72016 -15.54649
2708 -10.20569 -16.15356
2709 -2.37123 -21.85791
2710 -9.88968 -13.81861
2711 -7.48203 -18.59651
2712 -0.47361 -22.05170
2809 -9.66469 3.08884
2810 5.10288 -18.14445
2812 1.36577 -1.01064
2816 8.65009 -3.70730
2820 8.02575 0.06024
2821 -7.52686 3.16672
2825 -2.18300 -0.94869
2826 -9.39483 -21.53737
2828 -5.39322 -10.40936
2846 -9.84346 -8.36483
2847 -9.55676 -7.92596
2859 -3.27214 -15.39013
3263 -2.97075 0.75782
3295 0.63232 -2.40456
3586 -0.97221 1.30525
3630 1.64531 -4.69217
3632 -0.89782 0.57086
3641 5.79551 -14.62006
3642 -1.21404 0.84909
3650 -0.16054 4.45768
3671 5.43117 -5.14287
3672 10.24442 -15.18129
3709 0.85166 2.08849
3714 -0.89782 0.57086
3715 5.21638 -2.17105
3723 8.22732 -15.35534
3727 -8.99584 -1.57785
3729 -11.80591 1.64621
3734 4.93246 -14.82177
3735 3.17495 -8.35375
3743 -5.44837 -2.17609
3747 -11.11385 2.33905
3748 -2.81141 -13.74334
3749 1.91627 -14.17497
3750 -9.48686 -4.40515
3756 1.23378 0.56034
