1-0 H_25.40000_179.29412
1320 11.25791 -1.07398
1337 3.67421 -4.94158
1350 4.22009 4.23663
1352 -3.93470 -11.68386
1354 -5.80363 -18.26220
1356 -1.63446 -16.55708
1359 -2.66254 -19.21786
1360 6.53628 -25.51825
1361 1.98097 -24.82192
1362 3.18297 8.31476
1364 2.23417 5.45929
1371 2.05125 11.17777
1372 0.79500 -7.21961
1376 -0.76948 -25.68149
1377 -2.45719 6.77077
1378 -4.21049 -3.03300
1388 -0.93137 0.10320
1402 -7.59770 -4.08791
1403 -7.97403 -10.09635
1407 -9.41772 -17.07997
1408 5.29249 -25.66809
1409 -7.92314 1.72430
1410 -2.84008 -16.28173
1411 8.08252 -17.96518
1425 -7.47805 0.85972
1426 -2.57578 -5.01334
1437 -2.67790 -9.67141
1438 -2.51553 -5.99969
1442 0.05075 -0.59628
1465 9.74319 -13.13065
1476 -5.23170 3.16822
1478 8.36161 -1.77834
1484 2.43936 -6.62025
1485 3.00657 -6.95115
1555 0.03727 -5.13074
1564 -2.95479 -5.95475
1565 0.45982 -8.25833
1805 -4.02558 2.59685
1899 3.31962 -5.34252
2468 11.46438 -18.29472
2489 4.22300 -12.82500
2491 10.47688 -20.73160
2495 9.59673 -18.56502
2499 8.83043 -3.05311
2503 5.68870 -1.06699
2504 9.82880 -14.50681
2506 8.46558 -15.33104
2507 2.17489 7.14020
2509 9.79510 -1.46113
2512 11.93007 -14.78866
2515 8.60739 -3.48020
2519 10.86418 -16.95924
2520 5.33408 1.02289
2521 2.17458 -17.95223
2522 11.44815 -16.22728
2523 -11.48548 -0.74330
2524 9.33421 -12.27508
2525 9.02552 -25.26429
2526 4.73474 0.40599
2527 4.33942 -0.83308
2528 4.37062 -0.37213
2529 8.75566 -5.73098
2530 5.64760 -18.98384
2531 8.72201 -19.08576
2537 5.82339 -8.33136
2541 10.49076 -14.92928
2543 7.95210 -13.58261
2544 7.20270 -19.08808
2548 5.69365 -23.48060
2554 3.00496 2.73820
2562 4.34097 7.89797
2574 11.22291 -12.18962
2585 10.25752 -15.30801
2591 0.94904 6.57420
2602 6.96677 -4.02168
2603 7.53656 0.16543
2604 8.71564 -19.44641
2606 9.55916 -8.04769
2609 10.86418 -16.95924
2611 -9.11472 -2.64438
2614 6.77583 -20.84938
2615 4.88384 -2.09150
2616 10.87432 -12.49859
2636 10.30938 -26.42208
2641 8.10914 -20.25032
2642 11.38126 -14.91011
2645 9.02552 -25.26429
2646 -6.43383 -18.36120
2648 7.24586 -24.41893
2650 8.19975 -30.41336
2652 6.63305 -17.70480
2746 2.09984 -5.19192
2750 6.90660 -0.37387
2752 2.84010 -16.21935
2753 -2.23565 8.72748
2754 -4.17656 -18.00319
2756 9.48892 -22.63041
2757 11.01933 0.27509
2760 10.10777 -0.19319
2768 1.27502 12.56297
2926 1.89340 -6.42534
2927 5.80623 -2.20316
2929 6.51000 -18.52389
2930 0.67419 -7.44112
2932 -8.56234 13.90522
2933 6.27603 -3.16532
2935 -8.52524 14.56894
2936 -5.48527 14.14313
2937 -0.53111 0.82373
2938 -5.33104 14.14133
2940 -12.20167 14.95121
2941 2.90651 9.69273
2974 7.55336 -2.30035
2975 6.70102 -8.16197
2977 -0.05908 3.60808
2978 -4.02558 2.59685
2979 -4.41492 -6.11775
2981 -2.41693 6.12917
2983 -2.60421 -17.29365
2984 -3.07703 2.10403
2986 7.08216 -1.44220
2988 -0.14805 -23.09528
2989 -3.93888 4.13551
2990 -9.24296 -4.10821
2991 4.26023 -8.22332
2996 8.15651 -1.20153
2998 -8.88123 -1.23870
3002 3.00026 8.86263
3007 -2.19032 -4.88063
3009 -11.45317 -2.91921
3011 -11.45317 -2.91921
3012 6.05806 4.09345
3023 -6.69086 -16.02993
3024 -6.02362 15.15734
3025 2.74166 -23.65553
3026 -6.94726 13.97804
3027 -5.77186 -1.52119
3033 -8.47611 13.92455
3036 7.24323 4.29161
3038 -0.09626 -4.34670
3041 10.50968 -22.01148
3043 6.83314 7.72251
3050 7.85388 4.17438
3066 -10.70147 -3.21947
3100 -7.85072 -7.84463
3103 -4.84747 -1.81831
3105 9.08147 0.83114
3115 -9.95780 -5.13548
3124 1.64968 2.39949
3127 -5.43597 14.80195
3134 -5.42631 4.12070
3141 -0.16621 2.20757
3142 -5.51099 13.60090
3143 -0.72081 -24.39189
3144 -5.84731 -6.29119
3145 7.14839 5.44402
3146 -0.08215 -22.35062
3147 -5.81814 -0.69176
3148 9.45058 0.50770
3150 -7.47330 16.68216
3152 6.90503 -30.61753
3153 10.42885 3.56158
3160 -9.85847 15.02786
3171 -5.83128 -18.53706
3172 -10.58551 -15.10701
3173 -2.32374 -6.40858
3174 -3.85077 -15.91739
3176 6.72480 -7.10408
3181 -0.00387 -11.48050
3182 -6.80898 -25.96186
3185 -9.54415 -14.01469
3186 -9.77767 -17.86832
3202 11.01933 0.27509
3203 10.68387 5.24599
3204 10.51982 6.03337
3205 10.10617 6.70746
3206 -0.94488 4.69690
3209 0.82675 7.60413
3211 -4.81686 14.84172
3212 2.37032 9.79764
3214 -3.38310 11.50143
3215 -3.74660 -26.66074
3229 1.81456 6.65224
3230 -9.86577 10.07318
3232 -4.53127 -5.49790
3233 -6.26939 -3.31073
3234 8.88248 11.48572
3235 3.06450 -25.53339
3237 -1.10147 -18.19620
3238 -10.27038 10.38975
3242 -0.45884 7.83058
3244 -6.86079 -18.71739
3248 -2.29584 -3.72356
3249 -4.53684 -12.95332
3251 -2.15934 -1.48028
3253 4.11404 12.50064
3254 -4.76603 3.11802
3255 0.18997 1.99171
3256 9.06216 8.79381
3257 -0.11691 11.42996
3259 0.20086 -28.10072
3267 -4.53545 15.69545
3268 -11.25432 12.00989
3269 6.98375 11.10892
3270 -5.83735 11.76108
3271 -9.65253 5.66668
3272 1.26543 -14.19078
3273 -9.42687 4.19003
3275 -8.30381 -27.23857
3283 -8.00147 -6.33902
3284 2.28031 3.55487
3285 -5.67174 -2.88887
3286 2.50506 -3.71024
3287 -8.87531 8.49192
3288 -11.72046 8.79355
3289 0.44597 10.51823
3290 -5.49294 -10.18371
3291 11.73559 9.29622
3292 -2.97120 -1.47378
3293 -11.45936 6.66492
3294 -10.55233 3.66582
3295 -0.97527 -0.81823
3296 -9.27545 9.60702
3297 -10.44913 -21.69869
3298 -1.47661 -23.82313
3299 -3.70298 -19.26658
3300 -1.46693 9.58294
3301 -4.72382 -23.63710
3302 1.39968 -1.74622
3303 0.44580 -20.41785
3304 8.22991 11.19685
3305 -6.44947 -12.99486
3306 0.14377 -18.64637
3307 4.19942 -12.08562
3308 -8.17419 9.47020
3309 7.41758 -28.04408
3310 -11.93266 14.33850
3311 -11.08966 14.40765
3312 -12.31130 13.87958
3313 -11.14119 16.41805
3314 -12.45060 1.67249
3315 7.98932 5.83070
4210 -8.48088 -8.68489
4214 -9.25610 10.58446
4216 5.89950 12.50410
4239 -3.28195 15.28368
4240 6.41374 7.92957
4241 -3.01652 -28.17486
4242 -1.46420 -27.65152
4243 -5.03271 10.99435
4244 0.54010 14.29013
4245 -8.70677 -26.83424
4248 -6.25538 -14.80028
4249 1.82539 -10.92591
4250 -0.18010 -12.87563
4251 0.39889 -29.41383
4252 4.04931 10.86393
4253 -4.38211 8.02465
4254 -5.69224 4.67659
4255 -11.88285 -18.12820
4256 1.34178 -26.59755
4259 -4.69406 -20.02366
4263 -8.64954 -21.74993
4264 -5.89250 -27.71923
4265 -6.01992 -24.63954
4272 -9.83801 14.45280
4274 4.43271 8.80010
4361 -4.94176 -8.31876
4480 5.36023 5.30572
4506 10.17343 -30.36521
-99
1-17 H_25.40000_59.61224
1001 5.94845 -4.95536
1067 4.75045 -17.69758
1071 -0.45892 -7.67305
1072 10.30682 -5.69396
1073 2.40976 -13.85013
1074 9.00629 -13.04066
1079 -1.26685 -17.54767
1081 9.34673 -19.79467
1087 3.08517 5.33345
1088 2.67424 -18.82888
1090 3.74478 -19.34386
1092 5.14250 -17.79202
1093 0.08465 -21.97728
1094 10.14108 -6.12985
1096 7.24424 -17.01431
1097 6.65966 -17.39698
1099 1.70209 -5.84495
1100 12.01456 -14.03197
1104 4.92201 -18.58344
1105 11.05329 -6.96861
1107 8.23045 -2.77503
1109 -8.07402 -2.39792
1110 -8.32907 -1.34343
1111 -5.29044 -6.41454
1112 8.16045 -14.17526
1113 3.28551 1.92038
1116 -7.56172 -3.95248
1117 3.63205 6.23046
1118 0.08423 -6.18433
1119 -2.14379 4.46305
1120 0.67099 -16.63462
1121 3.17721 -19.71349
1127 1.59692 -12.90106
1129 10.48282 -22.68027
1130 -10.51884 -0.37971
1132 6.52085 -14.86942
1133 -3.08206 -9.34776
1135 -9.47415 0.18628
1136 -1.04650 -8.73725
1137 6.09618 -12.35189
1138 3.41257 -10.88079
1139 6.45608 0.90801
1140 -10.17281 -0.16885
1141 2.17392 3.44487
1142 6.89106 -8.83868
1143 6.26554 -14.00165
1144 5.94252 -12.67517
1145 8.64688 -3.13757
1146 4.04822 -6.96798
1149 10.66693 -19.87014
1150 2.61369 -19.59801
1155 -0.22119 -23.15782
1162 -1.39156 -9.03594
1167 1.43532 -20.84900
1175 0.04065 -5.44895
1182 -6.91864 -15.27478
1183 -3.86146 -25.48235
1187 -2.95738 7.39502
1188 11.25568 -24.39504
1191 7.09275 -15.12514
1192 4.26906 -13.43322
1193 10.82873 -10.43216
1196 7.10895 -25.38332
1197 7.02914 -26.83417
1198 -11.37619 -4.18654
1201 -8.42482 -5.04315
1202 -9.92292 -0.59934
1204 1.87551 -21.24413
1205 -3.24707 -16.00726
1206 0.15605 -1.97618
1207 -9.35085 -18.56268
1208 6.21502 -28.20041
1209 -5.58676 -9.98474
1210 -2.89740 -15.13508
1212 -7.47695 -1.36372
1213 10.28911 -21.92488
1214 -1.88518 -7.39649
1215 9.86296 0.80336
1216 -10.15183 -1.19125
1218 1.15908 9.14861
1219 10.02573 -2.60870
1220 11.01022 -22.30611
1221 8.20172 -21.46515
1222 11.33939 -27.30291
1223 -0.87627 -3.12484
1229 11.51104 -26.46595
1231 2.20916 -16.46662
1232 2.31945 -24.82213
1233 10.20290 -3.11450
1234 0.80763 -12.59151
1235 10.37360 -8.88738
1236 2.71262 -21.70311
1237 1.38030 7.57702
1238 7.67910 -11.69562
1239 11.26851 -27.82639
1241 5.14250 -17.79202
1242 7.08600 -11.25956
1244 4.83478 -14.44054
1245 7.55335 -12.37415
1246 9.84872 -0.82124
1252 4.44639 -27.62721
1254 2.01344 10.39611
1255 0.23837 -4.30216
1256 -2.88754 -14.42792
1257 3.46048 4.30263
1259 2.50959 -17.26539
1260 -0.33128 -21.13730
1263 0.44416 -23.07513
1264 10.62749 -3.42711
1267 -12.22149 -3.67134
1268 -4.71954 -13.91166
1271 10.66106 0.62996
1284 -2.36879 1.24259
1285 2.50452 -20.62832
1286 -4.78185 0.74966
1287 9.66208 -28.69821
1288 5.97632 -1.34291
1293 1.24765 -15.73751
1301 -5.63077 -7.68194
1303 -1.92707 -14.15973
1304 -4.29156 -18.09801
1312 -5.97625 -17.27302
1314 -3.00135 6.32131
1319 2.11821 -9.43868
1320 10.17286 -1.67175
1332 4.97459 -12.84836
1335 1.32161 -20.28123
1337 3.42972 -5.34733
1339 2.80300 -5.53938
1350 4.00838 3.28641
1352 -3.51843 -11.45453
1353 -8.09705 -17.63533
1354 -5.10888 -17.94388
1356 -1.23751 -16.33444
1360 6.83416 -24.76747
1361 2.39324 -24.05458
1364 2.01736 4.45107
1371 1.85876 9.90265
1377 -2.32253 5.68510
1378 -4.31033 -3.49617
1388 -0.93534 -0.56194
1402 -7.43883 -4.53003
1407 -8.53713 -16.79897
1408 5.68990 -24.91688
1411 8.01482 -17.64051
1423 -4.71807 1.29905
1425 -7.56455 0.13916
1426 -2.47693 -5.39404
1437 -2.55828 -9.81245
1442 0.04119 -1.20862
1465 9.32831 -13.04498
1478 7.50611 -2.34030
1484 2.27313 -6.92350
1485 2.77675 -7.22936
1554 -1.78970 -8.15746
1564 -2.90034 -6.29970
1565 0.41532 -8.46107
1899 3.09141 -5.71792
2468 11.23482 -17.95570
2503 4.96901 -1.66793
2504 9.50439 -14.36985
2506 8.28503 -15.07214
2507 2.00933 6.08675
2509 8.84386 -2.03512
2512 11.53166 -14.63634
2515 7.78686 -3.93701
2519 10.59347 -16.69681
2520 4.53199 0.24135
2521 2.47723 -17.64729
2522 11.12080 -16.00478
2523 -11.30097 -1.36965
2524 9.00054 -12.27193
2525 9.19261 -24.56485
2526 3.93924 -0.29796
2529 8.15176 -6.02317
2530 5.79321 -18.60532
2531 8.70412 -18.69313
2535 9.56367 -8.57264
2538 6.02604 -14.79450
2541 10.16292 -14.76650
2543 7.70709 -13.49457
2544 7.23722 -18.70818
2548 6.02035 -22.84683
2554 2.84324 1.89800
2574 10.76753 -12.16824
2584 0.49088 -7.14416
2585 9.93727 -15.11124
2602 6.29467 -4.47249
2603 6.65799 -0.47270
2604 8.71789 -19.04688
2606 8.95860 -8.25007
2609 10.59347 -16.69681
2611 -9.01846 -3.16492
2614 6.92561 -20.40658
2615 4.21505 -2.64705
2616 10.46889 -12.47183
2636 10.40519 -25.66125
2641 8.13446 -19.81807
2642 10.99937 -14.74259
2643 10.09108 -8.45855
2644 -5.76970 -17.96246
2645 9.19261 -24.56485
2648 7.48960 -23.71743
2652 6.65966 -17.39698
2746 1.95558 -5.55498
2750 6.01465 -0.98314
2751 1.32943 8.63015
2752 3.02517 -15.96006
2753 -2.23628 7.66933
2756 9.53083 -22.06246
2757 9.97066 -0.36877
2759 1.05859 11.43412
2760 9.11121 -0.81728
2762 -7.39971 -26.10897
2768 1.25576 11.16747
2769 -0.71995 7.87909
2770 2.71901 9.40402
2926 1.74958 -6.72507
2927 5.12109 -2.75288
2929 6.60225 -18.17395
2930 0.60588 -7.67342
2932 -8.84236 12.49480
2935 -8.88929 13.06297
2936 -5.90828 12.67826
2938 -5.90828 12.67826
2940 -12.34187 13.45524
2974 6.77356 -2.84888
2975 6.29293 -8.37884
2977 0.02002 2.91888
2979 -4.21226 -6.46656
2981 -2.23413 5.18713
2983 -2.12260 -17.04536
2984 -2.84179 1.35293
2986 6.34284 -1.98559
2988 0.41998 -22.44098
2990 -9.08282 -4.52893
2991 4.00411 -8.41178
2996 7.36148 -1.79016
2998 -8.85202 -1.82977
3002 2.83584 7.82409
3007 -2.12573 -5.27382
3009 -11.22768 -3.37113
3024 -6.59726 13.61629
3026 -7.52095 12.53965
3027 -5.86147 -2.06734
3033 -8.84236 12.49480
3036 6.19621 3.39368
3041 10.49480 -21.49154
3050 6.81850 3.22318
3052 -0.37646 -3.53373
3067 -0.29211 -10.46922
3100 -7.33784 -8.08889
3103 -4.93412 -2.36145
3105 8.07313 0.14051
3124 1.54044 1.64260
3127 -6.13326 13.27424
3131 -10.21802 13.01093
3141 -0.12562 1.41200
3143 -0.03282 -23.64005
3144 -5.59982 -6.53453
3145 6.06991 4.47042
3147 -5.93147 -1.29821
3149 -4.29499 -18.72355
3150 -7.82362 14.87052
3153 9.17835 2.66325
3156 3.04504 4.91609
3158 -11.55336 0.72033
3171 -5.16475 -18.19663
3172 -9.95607 -14.85106
3173 -2.24663 -6.70398
3174 -3.39066 -15.73492
3176 6.24705 -7.36345
3184 0.91261 -2.33747
3187 7.91934 8.44715
3202 9.97066 -0.36877
3203 9.35192 4.28086
3204 9.20901 5.03516
3205 8.76951 5.66632
3206 -0.88545 3.75157
3209 0.91105 6.51507
3211 -5.30005 13.34402
3212 2.28272 8.41523
3213 7.09456 3.75477
3215 -2.91862 -25.90559
3216 11.81300 -2.02618
3217 -12.09577 -16.41652
3218 -5.44284 -16.62033
3229 1.83904 5.63063
3230 -10.25712 8.79481
3232 -4.35603 -5.84209
3233 -6.24420 -3.76967
3234 7.31157 10.19502
3235 3.55796 -24.78355
3237 -0.60351 -17.90026
3238 -10.65212 9.07645
3245 -11.13854 6.64364
3248 -2.24739 -4.19451
3251 -2.14641 -2.11178
3252 3.67555 6.90244
3253 2.80101 11.07310
3254 -4.50889 2.34887
3255 0.22224 1.20840
3256 7.62913 7.73580
3258 -7.30634 10.77971
3259 1.13481 -27.32200
3268 -11.48742 10.68716
3269 5.44896 9.76364
3273 -9.48347 3.28918
3278 -4.33871 2.87647
3283 -7.68601 -6.59413
3284 2.16287 2.70494
3285 -5.67411 -3.38101
3286 2.27521 -4.25664
3287 -9.29642 7.34549
3288 -11.97172 7.59027
3289 0.40103 9.18715
3290 -5.20361 -10.34812
3291 10.12651 8.12510
3292 -3.24594 -2.04979
3293 -11.60676 5.66670
3294 -10.69406 2.83522
3295 -0.92107 -1.56864
3296 -9.70941 8.38019
3297 -9.48304 -21.15778
3298 -0.97079 -23.24265
3299 -3.02105 -18.80665
3300 -1.46696 8.38765
3309 7.79570 -27.06783
3310 -11.84444 12.91552
3316 1.21207 -4.01585
3317 4.68135 12.49384
3318 -7.67955 -16.81382
3319 -6.24108 8.78669
3320 4.20959 11.64187
3321 3.68111 11.90910
3322 6.16823 10.22656
3323 -1.68324 12.85999
3325 -4.65690 8.62312
3326 11.51882 6.84882
3327 7.84249 10.69124
3329 -4.48506 11.81523
3330 11.49428 3.25434
3332 -8.62439 -10.72261
3333 -8.03383 -8.84698
3334 1.11809 12.72986
3335 -7.09206 -6.82438
3337 -10.80619 -14.76455
3338 -0.89349 8.64951
3339 2.89321 -26.96320
4214 -9.79553 9.34102
4220 -0.52344 10.68094
4231 -3.93229 -15.03632
4240 5.17754 6.84844
4246 -7.76045 -25.39987
4247 7.44078 4.76763
4248 -5.61013 -14.53816
4249 1.89076 -11.03762
4250 -0.00701 -12.84197
4251 1.32879 -28.55608
4252 3.44245 9.82383
4253 -5.08750 6.86963
4254 -5.38366 3.77999
4255 -11.01877 -17.95008
4256 1.84015 -25.85673
4262 0.89504 -3.87298
4266 -1.28075 -22.91907
4275 -7.26015 11.84842
4282 11.51016 7.66267
4287 -3.91182 -23.01747
4361 -4.72839 -8.60813
-99
1-18 H_25.40000_61.73869
1001 5.66027 -6.50185
1067 4.95687 -20.27655
1071 -1.09034 -9.47700
1074 9.34833 -15.22737
1075 -2.65533 -20.90975
1079 -1.33515 -20.13645
1081 10.13470 -22.39355
1087 2.90590 4.27939
1088 2.65076 -21.52219
1089 11.18971 -23.47242
1090 4.03056 -22.03158
1093 0.02951 -24.93879
1094 10.20972 -7.73914
1095 6.86998 0.27293
1096 7.68747 -19.54763
1097 7.04643 -19.96158
1104 5.28760 -21.24217
1105 11.19239 -8.66273
1107 7.96789 -4.12624
1109 -9.76185 -3.74539
1111 -6.39661 -8.15655
1116 -9.09116 -5.40223
1120 0.43682 -19.17605
1121 3.41755 -22.46580
1126 -10.97791 -6.40291
1127 1.46307 -14.92134
1129 11.39189 -25.67286
1130 -12.40688 -1.56565
1132 6.75574 -17.22646
1133 -3.91805 -11.22335
1134 3.40600 -10.81094
1135 -11.36851 -0.91366
1138 3.20263 -12.91205
1139 5.86491 -0.19103
1143 6.42083 -16.29808
1144 5.99873 -14.88841
1145 8.39104 -4.52628
1150 2.77710 -22.35662
1155 -0.13419 -26.20682
1158 11.02004 -28.09287
1162 -2.10295 -10.93708
1167 1.53215 -23.71909
1176 -5.19385 -25.20643
1177 -1.27281 -25.85778
1178 -6.91796 13.61056
1179 -0.59811 -24.29434
1180 6.24091 -23.18588
1182 -7.94555 -17.65681
1185 9.73338 -17.73628
1191 7.35183 -17.43153
1192 4.22245 -15.69370
1193 11.25365 -12.50067
1196 7.66380 -28.48710
1200 -1.44213 -5.36586
1204 1.94706 -24.19122
1205 -3.75737 -18.55802
1210 -3.44800 -17.49852
1212 -9.14565 -2.65061
1213 11.06643 -24.87404
1214 -2.67132 -9.16732
1216 -12.11408 -2.44222
1217 7.72439 -10.52405
1219 9.89607 -3.95730
1221 8.89450 -24.34908
1223 -1.54875 -4.57769
1227 -1.24168 -27.98155
1228 4.98708 -29.45291
1231 2.16474 -18.98582
1232 2.51244 -27.90755
1233 10.06756 -4.48163
1234 0.42593 -14.87740
1235 10.65906 -10.74270
1236 3.02678 -24.53877
1238 7.89302 -13.78535
1241 5.39503 -20.44148
1242 7.25259 -13.31201
1244 4.93523 -16.71094
1245 7.79685 -14.54218
1246 9.57985 -2.02156
1247 2.30163 -20.68321
1248 5.18643 -30.33552
1249 4.52165 -29.39424
1255 -0.36458 -5.77487
1256 -3.38709 -16.78071
1257 3.15948 3.52945
1258 9.26197 -12.13566
1259 2.55954 -19.82747
1260 -0.54716 -23.94392
1261 1.13202 -25.35102
1263 0.48330 -26.16712
1264 10.43550 -4.89243
1268 -5.41766 -16.24623
1271 10.36191 -0.44414
1273 5.55947 -20.06259
1274 11.44561 -1.21420
1275 11.96183 -4.12251
1279 11.08303 -5.43779
1284 -3.06175 0.18088
1285 2.76652 -23.32510
1288 5.41345 -2.62726
1290 5.89688 -11.18874
1291 2.04977 -16.87704
1292 9.78287 -23.01364
1293 1.11575 -18.13415
1298 8.33794 -8.30535
1301 -6.69149 -9.48528
1302 0.50455 -12.03701
1303 -2.30689 -16.58991
1304 -4.75820 -20.67587
1309 -9.74019 -14.07274
1312 -6.54895 -19.87122
1313 -7.03584 -25.69820
1315 -6.79425 -23.01180
1317 1.10980 0.49306
1320 10.00669 -2.94949
1330 3.63006 -24.99431
1337 3.06961 -6.92364
1338 -3.68059 -11.87790
1339 2.43994 -7.12491
1350 3.73969 2.37311
1352 -4.37491 -13.66034
1353 -8.97537 -20.19272
1354 -5.60719 -20.63221
1356 -1.57727 -18.78983
1360 7.47605 -27.92969
1361 2.74420 -27.18530
1364 1.58375 3.61972
1378 -5.61196 -4.95219
1388 -1.58834 -1.83166
1399 2.37779 -29.09123
1402 -8.87410 -6.03474
1406 -1.08609 -11.45901
1407 -9.37326 -19.33698
1408 6.13152 -27.91298
1409 -9.70590 -0.14150
1410 -2.83998 -18.51681
1411 8.53428 -20.22353
1423 -5.65734 0.21910
1425 -9.33589 -1.01089
1426 -3.29831 -6.99726
1437 -3.28298 -11.73870
1438 -3.19136 -8.02207
1458 -3.76125 -4.85725
1476 -5.88757 0.96392
1478 7.04028 -3.68368
1484 1.86625 -8.61576
1485 2.33954 -8.99137
1554 -2.50499 -9.91986
1565 -0.23057 -10.33419
1593 -5.47858 -11.34854
2486 10.24292 -20.42095
2491 11.32187 -23.00565
2495 10.14627 -20.82315
2499 7.66010 -4.97288
2503 4.32155 -2.93417
2504 10.02566 -16.66076
2507 1.31863 5.37460
2509 8.46337 -3.36399
2512 12.12259 -16.97725
2515 7.46143 -5.38948
2519 11.20347 -19.19789
2522 11.82512 -18.44641
2524 9.37891 -14.38567
2525 10.07790 -27.70953
2529 7.96071 -7.67177
2530 6.16888 -21.28033
2531 9.35331 -21.35544
2541 10.65933 -17.09498
2544 7.68807 -21.42056
2548 6.57076 -25.90387
2554 2.48431 0.76097
2562 3.75234 6.17154
2574 11.24828 -14.33938
2585 10.43450 -17.46818
2591 0.63000 4.77547
2602 5.89367 -5.96803
2603 6.05115 -1.62688
2611 -10.65060 -4.55297
2614 7.51872 -23.23851
2616 10.91486 -14.75547
2636 11.53624 -28.87501
2641 8.77940 -22.58316
2642 11.54099 -17.06903
2643 10.35666 -10.33160
2644 -6.34645 -20.58195
2645 10.07790 -27.70953
2646 -6.69694 -20.92962
2648 8.22394 -26.79558
2652 7.04643 -19.96158
2750 5.44067 -2.23649
2752 3.08493 -18.43640
2754 -3.90777 -20.44322
2756 10.30191 -24.97476
2757 9.61356 -1.55262
2760 8.73066 -2.05052
2761 -0.44144 -18.64051
2769 -1.19398 7.38498
2926 1.34351 -8.43061
2927 4.52750 -4.09896
2929 7.02852 -20.80792
2930 0.06402 -9.44686
2932 -11.06731 12.33253
2933 5.08119 -5.09324
2935 -11.17436 12.95929
2936 -7.90645 12.51535
2937 -1.15124 -1.06324
2938 -7.90645 12.51535
2974 6.38558 -4.22705
2975 6.18749 -10.22069
2977 -0.51713 1.94031
2978 -4.61086 0.77043
2979 -5.37063 -8.06695
2981 -3.08619 4.33378
2983 -2.47803 -19.63759
2984 -3.59858 0.22432
2986 5.73141 -3.33350
2988 0.48604 -25.53516
2989 -4.55542 2.32494
2990 -10.67431 -6.04731
2996 6.69087 -3.10972
2998 -10.52577 -3.11229
3007 -2.90319 -6.82875
3024 -8.64281 13.56059
3026 -9.52407 12.33144
3027 -7.33084 -3.39331
3033 -11.06731 12.33253
3036 5.37654 2.52918
3038 -0.70445 -6.34622
3041 11.28294 -24.38356
3052 -1.05349 -4.97166
3067 -0.77657 -12.56625
3100 -8.65393 -9.88006
3103 -6.41074 -3.72262
3105 7.65839 -1.09440
3124 1.10980 0.49306
3127 -8.04274 13.14875
3129 -1.50365 5.16560
3141 -0.67003 0.33220
3143 0.01846 -26.66024
3144 -6.77263 -8.23876
3145 5.15294 3.63160
3147 -7.50125 -2.55672
3153 8.61097 1.75284
3172 -11.31827 -17.13992
3173 -2.98497 -8.44194
3174 -3.95683 -18.16034
3176 6.15472 -9.12680
3187 6.59646 7.95232
3202 9.61356 -1.55262
3203 8.76388 3.48999
3204 8.54375 4.26260
3205 8.01819 4.93667
3206 -1.47613 2.81407
3211 -7.31248 13.21436
3213 6.33813 2.93593
3215 -2.95308 -29.25636
3216 11.74325 -3.35637
3229 1.34785 4.86418
3232 -5.49128 -7.44563
3233 -7.71783 -5.21987
3234 6.13173 9.80268
3236 3.57239 -12.10345
3244 -6.72499 -21.04356
3248 -2.92901 -5.70301
3251 -2.94745 -3.50661
3255 -0.32595 0.03412
3258 -9.61962 10.59656
3274 -11.01499 -18.81203
3275 -7.51998 -29.78573
3276 -6.82063 -18.28423
3277 -4.87896 5.92030
3279 -2.33302 -21.26906
3283 -8.98358 -8.27411
3284 1.76576 1.69146
3285 -7.13584 -4.80385
3287 -11.63090 6.77111
3289 -0.08795 8.70061
3291 9.37609 7.63141
3292 -4.53035 -3.37443
3298 -0.92581 -26.15666
3299 -3.35662 -21.60568
3300 -2.10675 7.97032
3301 -4.15243 -26.07577
3302 0.72973 -3.49852
3303 0.98458 -22.70682
3304 5.37295 9.44672
3305 -6.76830 -15.04902
3307 4.06840 -14.15710
3316 0.64034 -5.55831
3318 -8.49312 -19.35546
3319 -8.46083 8.43368
3320 2.74995 11.38364
3321 2.22189 11.69767
3322 4.96038 9.77987
3323 -3.29253 12.65399
3325 -6.72742 8.18270
3326 10.96751 6.16427
3329 -6.57298 11.61829
3330 11.08544 2.35304
3332 -9.82804 -12.63871
3333 -9.31006 -10.75595
3334 -0.56046 12.55219
3340 0.30310 8.26770
3341 -3.04817 9.30498
3342 -6.36786 8.56359
3344 -1.92014 -25.14772
3345 -8.17708 -24.16887
3346 -4.96422 -14.22723
3347 -4.75158 9.02872
3348 -8.10077 -7.49635
3349 9.71179 0.80805
3350 -10.57612 -8.91533
3351 -3.84413 7.11103
3352 -10.07256 4.26655
3353 -9.73066 -12.20279
3354 0.46084 4.04913
3355 -7.10064 -29.52404
3356 -0.46282 -21.14565
4203 4.80623 1.52934
4219 5.54015 -25.94823
4247 6.77298 4.05852
4250 -0.44898 -15.00102
4253 -6.76811 6.28581
4257 3.93431 0.28360
4258 -8.68903 10.45563
4259 -4.25435 -22.41675
4260 0.88833 -10.30886
4265 -5.49766 -27.18121
4276 -0.36481 -29.02593
4277 -8.72460 -13.11894
4278 -10.25578 -12.13395
4283 3.07360 7.57024
4460 9.35378 -28.81854
-99
1-19 H_25.40000_60.12477
1001 5.44552 -4.63103
1067 5.44573 -17.48999
1071 -0.59912 -7.37900
1072 10.02282 -5.35604
1074 9.31212 -12.75892
1075 -1.59521 -18.06295
1079 -0.47562 -17.36155
1081 10.42399 -19.42020
1087 2.99699 5.43332
1088 3.35597 -18.68138
1089 11.46238 -20.44155
