_0.0_153x1080 (RGB)
PerspectiveCamera5
-0.193109, -0.0723241, 0.202533, 1, -0.923981, 0.830703, 0.413473, -0.0871052
0.135984, 0.0993952, -0.0919445, -0.923981, 1, -0.97422, -0.15731, 0.0254089
-0.0752945, -0.142539, -0.0366148, 0.830703, -0.97422, 1, 0.0770996, -0.0184355
-0.137349, -0.040422, 0.0576209, 0.413473, -0.15731, 0.0770996, 1, -0.255517
0.211793, 0.339542, 0.171018, -0.0871052, 0.0254089, -0.0184355, -0.255517, 1
_0.0_522x1080 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.108006, -0.133182, -0.208235, 0.168626, -0.112093, -0.116883, 0.194336
-0.108006, 1, 0.287998, -0.0701637, 0.0341438, -0.0440718, -0.147128, 0.33178
-0.133182, 0.287998, 1, 0.239292, -0.212848, 0.101214, -0.126847, 0.245957
-0.208235, -0.0701637, 0.239292, 1, -0.94052, 0.868182, 0.344145, -0.104038
0.168626, 0.0341438, -0.212848, -0.94052, 1, -0.978346, -0.118559, 0.0200383
-0.112093, -0.0440718, 0.101214, 0.868182, -0.978346, 1, 0.0673704, -0.0154114
-0.116883, -0.147128, -0.126847, 0.344145, -0.118559, 0.0673704, 1, -0.342663
0.194336, 0.33178, 0.245957, -0.104038, 0.0200383, -0.0154114, -0.342663, 1
_0.0_519x1080 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.0942374, -0.12646, -0.230159, 0.23022, -0.219075, -0.123037, 0.197226
-0.0942374, 1, 0.29234, 0.00125544, -0.0343265, 0.03813, -0.0500865, 0.388608
-0.12646, 0.29234, 1, 0.222847, -0.311348, 0.311957, -0.159463, 0.244172
-0.230159, 0.00125544, 0.222847, 1, -0.946456, 0.895034, 0.273235, -0.039395
0.23022, -0.0343265, -0.311348, -0.946456, 1, -0.987523, -0.058162, -0.0315485
-0.219075, 0.03813, 0.311957, 0.895034, -0.987523, 1, 0.009656, 0.0428552
-0.123037, -0.0500865, -0.159463, 0.273235, -0.058162, 0.009656, 1, -0.264732
0.197226, 0.388608, 0.244172, -0.039395, -0.0315485, 0.0428552, -0.264732, 1
_0.0_320x1030 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.0996656, -0.0838919, -0.294029, 0.293, -0.271246, -0.111843, -0.0732121
-0.0996656, 1, 0.114312, 0.0576124, -0.140901, 0.167774, -0.0410065, -0.267774
-0.0838919, 0.114312, 1, -0.0459577, -0.0193671, 0.0219237, -0.711027, 0.252685
-0.294029, 0.0576124, -0.0459577, 1, -0.964331, 0.927564, 0.0170497, -0.309325
0.293, -0.140901, -0.0193671, -0.964331, 1, -0.991138, -0.0463354, 0.156691
-0.271246, 0.167774, 0.0219237, 0.927564, -0.991138, 1, 0.0591761, -0.124937
-0.111843, -0.0410065, -0.711027, 0.0170497, -0.0463354, 0.0591761, 1, 0.0414011
-0.0732121, -0.267774, 0.252685, -0.309325, 0.156691, -0.124937, 0.0414011, 1
_0.0_546x1080 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
1, -0.0542963, -0.088349, -0.154629, 0.101457, -0.0404721, -0.111724, 0.204541
-0.0542963, 1, 0.106319, -0.0716512, 0.0371791, -0.0292812, -0.0998856, 0.445929
-0.088349, 0.106319, 1, 0.0719561, 0.0460553, -0.164461, 0.0832857, 0.160138
-0.154629, -0.0716512, 0.0719561, 1, -0.930067, 0.84818, 0.460699, -0.0993631
0.101457, 0.0371791, 0.0460553, -0.930067, 1, -0.977718, -0.207789, 0.0418382
-0.0404721, -0.0292812, -0.164461, 0.84818, -0.977718, 1, 0.12823, -0.0305408
-0.111724, -0.0998856, 0.0832857, 0.460699, -0.207789, 0.12823, 1, -0.222871
0.204541, 0.445929, 0.160138, -0.0993631, 0.0418382, -0.0305408, -0.222871, 1
_0.0_528x1080 (RGB)
PerspectiveCamera5
F,C0_x,C0_y,R1,R2,R3,T1,T2
